fromNode	toNode	weight	direction	fromAltName	toAltName
GB40094	GB42723	0.0226676078022392	undirected	100216489	411924
GB40094	GB49448	0.0287047686360765	undirected	100216489	409180
GB40094	GB49449	0.0366211695188828	undirected	100216489	409179
GB40094	GB49450	0.0370148261776841	undirected	100216489	NA
GB40094	GB49454	0.0295008615637097	undirected	100216489	NA
GB40094	GB49455	0.0373137276718744	undirected	100216489	NA
GB40094	GB49456	0.0357485784444836	undirected	100216489	551770
GB40094	GB49458	0.0376291947619143	undirected	100216489	411849
GB40094	GB49485	0.0378488404373003	undirected	100216489	726436
GB40094	GB49488	0.0248916442777483	undirected	100216489	552745
GB40094	GB49493	0.0226734799852344	undirected	100216489	NA
GB40094	GB49495	0.0329239089176185	undirected	100216489	552109
GB40094	GB49496	0.0376335566595947	undirected	100216489	411720
GB40387	GB49448	0.0427683592054517	undirected	NA	409180
GB40387	GB49449	0.022546906670998	undirected	NA	409179
GB40387	GB49451	0.0253058723580924	undirected	NA	726666
GB40387	GB49452	0.0424567874155027	undirected	NA	NA
GB40387	GB49493	0.0436450760843918	undirected	NA	NA
GB40387	GB49495	0.0259260923904449	undirected	NA	552109
GB40387	GB50516	0.0201880017994348	undirected	NA	411570
GB40387	GB52278	0.0210077489111301	undirected	NA	NA
GB41401	GB44214	0.0465399409765395	undirected	724787	NA
GB41401	GB44452	0.0210896314347107	undirected	724787	100578085
GB41401	GB49448	0.026391560139762	undirected	724787	409180
GB41401	GB49451	0.0347928814658212	undirected	724787	726666
GB41401	GB49452	0.0292820988046361	undirected	724787	NA
GB41401	GB49493	0.0253365087543712	undirected	724787	NA
GB41401	GB50247	0.0212304027399833	undirected	724787	100577551
GB41401	GB52278	0.0423436785121597	undirected	724787	NA
GB42368	GB43435	0.0293833414652097	undirected	NA	NA
GB42368	GB49449	0.0336946391023734	undirected	NA	409179
GB42368	GB49450	0.0382654143740032	undirected	NA	NA
GB42368	GB49456	0.0353024411530687	undirected	NA	551770
GB42368	GB49458	0.0380228440062918	undirected	NA	411849
GB42368	GB49485	0.0384197451266903	undirected	NA	726436
GB42368	GB49495	0.0387427928896402	undirected	NA	552109
GB42368	GB49496	0.0379704294103943	undirected	NA	411720
GB42368	GB49885	0.0202190833305519	undirected	NA	412209
GB42368	GB49886	0.0208038218680541	undirected	NA	NA
GB42380	GB42697	0.0265199264610629	undirected	NA	409600
GB42380	GB43435	0.027428345036047	undirected	NA	NA
GB42380	GB43505	0.0433615824650562	undirected	NA	NA
GB42380	GB49449	0.0281664023583888	undirected	NA	409179
GB42380	GB49454	0.02007598795445	undirected	NA	NA
GB42380	GB49455	0.0275749387714912	undirected	NA	NA
GB42380	GB49456	0.0494995211311804	undirected	NA	551770
GB42380	GB49458	0.0264650254127727	undirected	NA	411849
GB42380	GB49485	0.032593966983841	undirected	NA	726436
GB42380	GB49495	0.0335587006899574	undirected	NA	552109
GB42380	GB49886	0.0228570554685816	undirected	NA	NA
GB42380	GB50247	0.0293541060622501	undirected	NA	100577551
GB42380	GB51107	0.0288882560150273	undirected	NA	100578731
GB42380	GB52155	0.0254789865780863	undirected	NA	NA
GB42380	GB52633	0.0278548831564953	undirected	NA	NA
GB42380	GB55374	0.0423327854350451	undirected	NA	551290
GB42697	GB42723	0.0237403763233954	undirected	409600	411924
GB42697	GB43579	0.0213616272452987	undirected	409600	NA
GB42697	GB43898	0.0418978580693355	undirected	409600	NA
GB42697	GB49448	0.0434895021626774	undirected	409600	409180
GB42697	GB49449	0.0677148974132865	undirected	409600	409179
GB42697	GB49450	0.0496912849550972	undirected	409600	NA
GB42697	GB49454	0.0786351517686132	undirected	409600	NA
GB42697	GB49455	0.0719481247451155	undirected	409600	NA
GB42697	GB49456	0.07618892718624	undirected	409600	551770
GB42697	GB49458	0.0662178029976052	undirected	409600	411849
GB42697	GB49485	0.0790942757240263	undirected	409600	726436
GB42697	GB49488	0.0387904638276047	undirected	409600	552745
GB42697	GB49493	0.0365003818547202	undirected	409600	NA
GB42697	GB49495	0.0715908302881117	undirected	409600	552109
GB42697	GB49496	0.0773815570759497	undirected	409600	411720
GB42697	GB49885	0.0349620976983913	undirected	409600	412209
GB42697	GB50029	0.0316941633330756	undirected	409600	NA
GB42697	GB50516	0.0232532750049485	undirected	409600	411570
GB42697	GB51031	0.0340376096416422	undirected	409600	727650
GB42697	GB52633	0.0258755176376335	undirected	409600	NA
GB42697	GB53583	0.0231098739685224	undirected	409600	NA
GB42697	GB54046	0.027034949362686	undirected	409600	NA
GB42723	GB43505	0.0399549838579051	undirected	411924	NA
GB42723	GB43835	0.0482239312565571	undirected	411924	NA
GB42723	GB43898	0.0210419209431309	undirected	411924	NA
GB42723	GB44086	0.0264858216485895	undirected	411924	726602
GB42723	GB44452	0.0270712931416959	undirected	411924	100578085
GB42723	GB45906	0.0218840244266036	undirected	411924	410087
GB42723	GB48790	0.0208013151465972	undirected	411924	408272
GB42723	GB49448	0.045097180703044	undirected	411924	409180
GB42723	GB49449	0.0221296409173492	undirected	411924	409179
GB42723	GB49450	0.0308611622351575	undirected	411924	NA
GB42723	GB49452	0.0338737000164041	undirected	411924	NA
GB42723	GB49456	0.0356966838354609	undirected	411924	551770
GB42723	GB49458	0.0252263737669379	undirected	411924	411849
GB42723	GB49485	0.0419299760994522	undirected	411924	726436
GB42723	GB49488	0.0318894612070382	undirected	411924	552745
GB42723	GB49493	0.0382951125209624	undirected	411924	NA
GB42723	GB49495	0.0550302650447523	undirected	411924	552109
GB42723	GB49496	0.0738034603429503	undirected	411924	411720
GB42723	GB49545	0.0256122448787451	undirected	411924	411045
GB42723	GB49886	0.0201519828914316	undirected	411924	NA
GB42723	GB50029	0.0507690016869027	undirected	411924	NA
GB42723	GB50247	0.0282204368554971	undirected	411924	100577551
GB42723	GB50290	0.0296270800736179	undirected	411924	724917
GB42723	GB50516	0.0262582301079936	undirected	411924	411570
GB42723	GB50608	0.0261202267801215	undirected	411924	NA
GB42723	GB50609	0.0326785894383824	undirected	411924	410620
GB42723	GB50722	0.0225327991503943	undirected	411924	410884
GB42723	GB50756	0.0657692305177139	undirected	411924	551849
GB42723	GB51031	0.0292481190328726	undirected	411924	727650
GB42723	GB51107	0.0209398680763122	undirected	411924	100578731
GB42723	GB51801	0.0343933031048651	undirected	411924	NA
GB42723	GB52155	0.0213469267136258	undirected	411924	NA
GB42723	GB52407	0.023866833877356	undirected	411924	100576816
GB42723	GB53583	0.0202843552156725	undirected	411924	NA
GB42723	GB55374	0.0284767143156043	undirected	411924	551290
GB43208	GB43435	0.0227459095288115	undirected	552446	NA
GB43208	GB43579	0.0460744195886933	undirected	552446	NA
GB43208	GB44214	0.0275821391324066	undirected	552446	NA
GB43208	GB44452	0.0280679019420733	undirected	552446	100578085
GB43208	GB45906	0.0206453140143385	undirected	552446	410087
GB43208	GB49448	0.031479820378185	undirected	552446	409180
GB43208	GB49449	0.0278755341398887	undirected	552446	409179
GB43208	GB49450	0.0289360213766869	undirected	552446	NA
GB43208	GB49452	0.0293204569238304	undirected	552446	NA
GB43208	GB49456	0.0279073231115935	undirected	552446	551770
GB43208	GB49458	0.0300068452594613	undirected	552446	411849
GB43208	GB49485	0.0301445603022565	undirected	552446	726436
GB43208	GB49488	0.0309928366417443	undirected	552446	552745
GB43208	GB49493	0.0330455996478761	undirected	552446	NA
GB43208	GB49495	0.0337283684837974	undirected	552446	552109
GB43208	GB49496	0.0290731862808904	undirected	552446	411720
GB43208	GB49545	0.0259738999474193	undirected	552446	411045
GB43208	GB49885	0.0343016453303753	undirected	552446	412209
GB43208	GB49886	0.0309317628315995	undirected	552446	NA
GB43208	GB50247	0.0230468057982312	undirected	552446	100577551
GB43208	GB50290	0.0202335498738054	undirected	552446	724917
GB43208	GB50516	0.0255294570646587	undirected	552446	411570
GB43208	GB50722	0.0208298723354282	undirected	552446	410884
GB43208	GB51979	0.0381840211855653	undirected	552446	552190
GB43208	GB52407	0.0206255809387446	undirected	552446	100576816
GB43208	GB52633	0.0267357712586129	undirected	552446	NA
GB43208	GB54303	0.0420953810818739	undirected	552446	100577769
GB43208	GB55374	0.028793878731298	undirected	552446	551290
GB43435	GB43835	0.029146318672555	undirected	NA	NA
GB43435	GB44924	0.0219849623667934	undirected	NA	NA
GB43435	GB49448	0.0306117803334784	undirected	NA	409180
GB43435	GB49449	0.0310751747871243	undirected	NA	409179
GB43435	GB49450	0.032982114538526	undirected	NA	NA
GB43435	GB49456	0.0298165597427358	undirected	NA	551770
GB43435	GB49458	0.032892860444204	undirected	NA	411849
GB43435	GB49485	0.0333961620363885	undirected	NA	726436
GB43435	GB49488	0.0335282865930405	undirected	NA	552745
GB43435	GB49493	0.0235335044855662	undirected	NA	NA
GB43435	GB49495	0.03321525737202	undirected	NA	552109
GB43435	GB49496	0.0333670802804521	undirected	NA	411720
GB43435	GB49885	0.0239957616324425	undirected	NA	412209
GB43435	GB49886	0.0243383306139972	undirected	NA	NA
GB43435	GB50029	0.0223867416336737	undirected	NA	NA
GB43435	GB50290	0.0343184988830313	undirected	NA	724917
GB43435	GB51107	0.0227839179889151	undirected	NA	100578731
GB43435	GB51801	0.035085072997746	undirected	NA	NA
GB43435	GB53583	0.0305994640550653	undirected	NA	NA
GB43435	GB55374	0.0222380017430751	undirected	NA	551290
GB43505	GB43835	0.037188955280223	undirected	NA	NA
GB43505	GB43898	0.0450459443352881	undirected	NA	NA
GB43505	GB44086	0.0353988343695927	undirected	NA	726602
GB43505	GB49448	0.0507064660726494	undirected	NA	409180
GB43505	GB49449	0.0555423817635166	undirected	NA	409179
GB43505	GB49450	0.0560353711730883	undirected	NA	NA
GB43505	GB49452	0.0210952986258603	undirected	NA	NA
GB43505	GB49454	0.0558195680092379	undirected	NA	NA
GB43505	GB49455	0.0403704573027852	undirected	NA	NA
GB43505	GB49456	0.0518563602354316	undirected	NA	551770
GB43505	GB49458	0.0568349187968285	undirected	NA	411849
GB43505	GB49485	0.0574867802521187	undirected	NA	726436
GB43505	GB49488	0.0522565305333218	undirected	NA	552745
GB43505	GB49493	0.0512743814015733	undirected	NA	NA
GB43505	GB49495	0.0474123125166855	undirected	NA	552109
GB43505	GB49496	0.0568174524818414	undirected	NA	411720
GB43505	GB49885	0.0204394644438308	undirected	NA	412209
GB43505	GB49886	0.0241304839838744	undirected	NA	NA
GB43505	GB50029	0.0425553295086349	undirected	NA	NA
GB43505	GB50290	0.0244972570818575	undirected	NA	724917
GB43505	GB50756	0.0255029743444075	undirected	NA	551849
GB43505	GB51031	0.0461392387432448	undirected	NA	727650
GB43505	GB51801	0.0339241067972283	undirected	NA	NA
GB43505	GB53583	0.0255871855997055	undirected	NA	NA
GB43505	GB55374	0.0249347213987261	undirected	NA	551290
GB43579	GB44214	0.0282866713210742	undirected	NA	NA
GB43579	GB44452	0.0201561312809168	undirected	NA	100578085
GB43579	GB49448	0.031393144385449	undirected	NA	409180
GB43579	GB49449	0.0264489009543815	undirected	NA	409179
GB43579	GB49450	0.0271800338027977	undirected	NA	NA
GB43579	GB49451	0.0219508055845156	undirected	NA	726666
GB43579	GB49452	0.0236363905828226	undirected	NA	NA
GB43579	GB49456	0.0211357871968732	undirected	NA	551770
GB43579	GB49458	0.0231460913340802	undirected	NA	411849
GB43579	GB49488	0.0331063969117734	undirected	NA	552745
GB43579	GB49493	0.0323245958013083	undirected	NA	NA
GB43579	GB49495	0.0439566321779349	undirected	NA	552109
GB43579	GB49496	0.0265919875200242	undirected	NA	411720
GB43579	GB50247	0.0231104885798504	undirected	NA	100577551
GB43579	GB50516	0.0206232423955687	undirected	NA	411570
GB43579	GB51979	0.0302126214694772	undirected	NA	552190
GB43579	GB52278	0.0210699396944568	undirected	NA	NA
GB43579	GB52633	0.0319338781278553	undirected	NA	NA
GB43835	GB44452	0.0214623507341114	undirected	NA	100578085
GB43835	GB45906	0.0218733956751661	undirected	NA	410087
GB43835	GB48790	0.0330525480790256	undirected	NA	408272
GB43835	GB49448	0.0377623869307869	undirected	NA	409180
GB43835	GB49449	0.0360222322718834	undirected	NA	409179
