nodeName	altName	nodeAttr.nodesPresent...
GB42909	725969	3
GB42910	NA	3
GB42911	726001	3
GB42912	726031	3
GB42913	NA	3
GB42946	NA	3
GB42976	411155	3
GB43024	724673	3
GB43026	NA	3
GB43034	100578349	3
GB43064	NA	3
GB43089	410279	3
GB43099	410274	3
GB43119	413086	3
GB43138	409904	3
GB43146	NA	3
GB43202	725540	3
GB43242	NA	3
GB43252	NA	3
GB43257	NA	3
GB43262	NA	3
GB43263	413698	3
GB43273	NA	3
GB43293	408935	3
GB43325	NA	3
GB43336	NA	3
GB43367	725108	3
GB43371	NA	3
GB43383	NA	3
GB43394	NA	3
GB43407	NA	3
GB43426	NA	3
GB43447	NA	3
GB43458	NA	3
GB43468	NA	3
GB43475	NA	3
GB43492	NA	3
GB43500	NA	3
GB43541	NA	3
GB43542	NA	3
GB43543	408450	3
GB43574	413582	3
GB43588	NA	3
GB43589	NA	3
GB43591	408443	3
GB43596	NA	3
GB43598	NA	3
GB43600	NA	3
GB43603	NA	3
GB43608	NA	3
GB43632	NA	3
GB43655	NA	3
GB43657	NA	3
GB43659	NA	3
GB43660	408343	3
GB43661	NA	3
GB43663	NA	3
GB43700	NA	3
GB43701	NA	3
GB43726	NA	3
GB43739	551327	3
GB43749	NA	3
GB43787	413294	3
GB43793	NA	3
GB43794	411374	3
GB43799	NA	3
GB43801	NA	3
GB43802	NA	3
GB43803	NA	3
GB43814	409771	3
GB43876	726165	3
GB43909	551261	3
GB43911	NA	3
GB43940	NA	3
GB43941	100576157	3
GB43951	725580	3
GB43972	NA	3
GB43981	NA	3
GB43992	NA	3
GB44041	411009	3
GB44046	724473	3
GB44070	NA	3
GB44100	726855	3
GB44101	NA	3
GB44126	NA	3
GB44162	NA	3
GB44169	724698	3
GB44175	408792	3
GB44185	411012	3
GB44189	551774	3
GB44220	409981	3
GB44224	NA	3
GB44237	413246	3
GB44255	NA	3
GB44276	411212	3
GB44295	411199	3
GB44324	NA	3
GB44325	725632	3
GB44330	408914	3
GB44336	408915	3
GB44351	552585	3
GB44367	724436	3
GB44381	NA	3
GB44385	NA	3
GB44388	NA	3
GB44392	NA	3
GB44394	NA	3
GB44402	411919	3
GB44455	NA	3
GB44458	NA	3
GB44470	724307	3
GB44471	NA	3
GB44485	408845	3
GB44499	727431	3
GB44550	552513	3
GB44551	408857	3
GB44565	NA	3
GB44566	NA	3
GB44582	411114	3
GB44584	NA	3
GB44639	NA	3
GB44645	724258	3
GB44831	411343	3
GB44836	NA	3
GB44837	NA	3
GB44838	NA	3
GB44839	NA	3
GB44840	NA	3
GB44849	NA	3
GB44857	NA	3
GB44860	NA	3
GB44872	NA	3
GB44890	409839	3
GB44928	NA	3
GB44954	NA	3
GB44961	410259	3
GB44962	NA	3
GB44973	725952	3
GB44974	552619	3
GB44976	410253	3
GB44988	409314	3
GB45029	410336	3
GB45035	726896	3
GB45049	410323	3
GB45050	726594	3
GB45055	NA	3
GB45060	NA	3
GB45062	409095	3
GB45063	726415	3
GB45064	410318	3
GB45076	726150	3
GB45079	100577309	3
GB45135	410331	3
GB45139	726903	3
GB45140	552577	3
GB45189	725780	3
GB45191	NA	3
GB45192	408310	3
GB45201	NA	3
GB45213	413942	3
GB45242	NA	3
GB45271	NA	3
GB45290	NA	3
GB45292	NA	3
GB45311	NA	3
GB45325	NA	3
GB45327	NA	3
GB45405	725513	3
GB45439	100577373	3
GB45442	NA	3
GB45483	NA	3
GB45540	100576369	3
GB45541	NA	3
GB45547	726958	3
GB45564	100578680	3
GB45590	NA	3
GB45619	NA	3
GB45621	NA	3
GB45644	NA	3
GB45658	726654	3
GB45715	411133	3
GB45750	NA	3
GB45765	NA	3
GB45901	NA	3
GB45902	NA	3
GB45916	NA	3
GB45925	410657	3
GB45939	725007	3
GB45972	408554	3
GB45984	NA	3
GB45998	NA	3
GB45999	NA	3
GB46000	724260	3
GB46004	NA	3
GB46044	NA	3
GB46094	NA	3
GB46145	408722	3
GB46160	NA	3
GB46165	413200	3
GB46172	NA	3
GB46288	NA	3
GB46310	724556	3
GB46314	551255	3
GB46330	408877	3
GB46336	NA	3
GB46348	NA	3
GB46362	725046	3
GB46394	NA	3
GB46553	NA	3
GB46556	NA	3
GB46581	412330	3
GB46601	724768	3
GB46638	410291	3
GB46674	100578151	3
GB46676	NA	3
GB46694	100578810	3
GB46695	NA	3
GB46722	NA	3
GB46723	NA	3
GB46747	100577410	3
GB46749	413705	3
GB46754	NA	3
GB46771	NA	3
GB46778	NA	3
GB46788	NA	3
GB46789	413527	3
GB46817	NA	3
GB46914	595137	3
GB46931	NA	3
GB46954	100577162	3
GB46964	NA	3
GB46965	100578165	3
GB46973	412222	3
GB46993	NA	3
GB47012	NA	3
GB47031	NA	3
GB47037	410925	3
GB47057	410918	3
GB47058	NA	3
GB47065	100578233	3
GB47083	NA	3
GB47084	NA	3
GB47085	NA	3
GB47086	NA	3
GB47088	NA	3
GB47113	724402	3
GB47115	NA	3
GB47128	NA	3
GB47138	413994	3
GB47220	NA	3
GB47224	NA	3
GB47251	NA	3
GB47256	NA	3
GB47257	NA	3
GB47263	NA	3
GB47290	NA	3
GB47292	NA	3
GB47351	408267	3
GB47361	NA	3
GB47525	NA	3
GB47528	NA	3
GB47543	724831	3
GB47654	100577697	3
GB47767	725542	3
GB47777	NA	3
GB47778	NA	3
GB47787	NA	3
GB47788	408435	3
GB47792	NA	3
GB47793	NA	3
GB47797	NA	3
GB47798	NA	3
GB47805	412484	3
GB47823	725760	3
GB47852	NA	3
GB47853	NA	3
GB47855	NA	3
GB47873	NA	3
GB47875	NA	3
GB47876	406072	3
GB47890	100577817	3
GB47891	NA	3
GB47897	NA	3
GB47927	NA	3
GB47928	724880	3
GB47985	NA	3
GB47994	100578649	3
GB48002	724592	3
GB48003	NA	3
GB48051	NA	3
GB48057	NA	3
GB48058	NA	3
GB48079	NA	3
GB48097	412818	3
GB48100	726050	3
GB48113	NA	3
GB48121	551804	3
GB48133	411189	3
GB48137	NA	3
GB48140	408897	3
GB48142	NA	3
GB48146	NA	3
GB48151	408902	3
GB48153	NA	3
GB48165	408910	3
GB48173	551089	3
GB48181	NA	3
GB48197	NA	3
GB48200	100579055	3
GB48229	NA	3
GB48233	100577348	3
GB48237	NA	3
GB48251	410424	3
GB48258	NA	3
GB48269	100577569	3
GB48270	100577045	3
GB48277	724156	3
GB48286	NA	3
GB48291	NA	3
GB48294	NA	3
GB48344	409159	3
GB48353	NA	3
GB48389	NA	3
GB48396	NA	3
GB48478	100578307	3
GB48514	NA	3
GB48515	NA	3
GB48516	NA	3
GB48517	NA	3
GB48518	NA	3
GB48521	409928	3
GB48585	NA	3
GB48594	NA	3
GB48603	409293	3
GB48612	NA	3
GB48651	NA	3
GB48657	NA	3
GB48712	NA	3
GB48735	100577921	3
GB48743	100577165	3
GB48758	NA	3
GB48759	NA	3
GB48796	100576130	3
GB48802	100576423	3
GB48803	NA	3
GB48806	724334	3
GB48813	408277	3
GB48838	NA	3
GB48842	725838	3
GB48860	NA	3
GB48863	NA	3
GB48864	NA	3
GB48889	725093	3
GB48893	NA	3
GB48912	NA	3
GB48913	NA	3
GB48915	NA	3
GB48920	NA	3
GB49046	411617	3
GB49066	NA	3
GB49076	408759	3
GB49091	NA	3
GB49099	551043	3
GB49105	408758	3
GB49166	413829	3
GB49179	NA	3
GB49217	NA	3
GB49232	NA	3
GB49233	724704	3
GB49295	551232	3
GB49311	NA	3
GB49332	724801	3
GB49362	NA	3
GB49387	NA	3
GB49390	552694	3
GB49437	NA	3
GB49511	410006	3
GB49563	NA	3
GB49566	NA	3
GB49567	411048	3
GB49611	724983	3
GB49623	726664	3
GB49635	NA	3
GB49640	552608	3
GB49657	NA	3
GB49663	NA	3
GB49674	NA	3
GB49676	NA	3
GB49683	NA	3
GB49684	726842	3
GB49689	551544	3
GB49718	NA	3
GB49748	NA	3
GB49753	410870	3
GB49763	100577605	3
GB49772	100578072	3
GB49775	410857	3
GB49778	410853	3
GB49792	100577496	3
GB49793	NA	3
GB49794	100577530	3
GB49795	NA	3
GB49796	100578144	3
GB49797	NA	3
GB49799	410860	3
GB49800	NA	3
GB49802	100578478	3
GB49809	408690	3
GB49853	550732	3
GB49856	NA	3
GB49866	724120	3
GB49881	NA	3
GB49904	724246	3
GB49914	725003	3
GB49917	NA	3
GB49957	410577	3
GB49966	726948	3
GB49969	409680	3
GB49976	NA	3
GB49990	409713	3
GB50060	726863	3
GB50064	552844	3
GB50074	409318	3
GB50088	NA	3
GB50097	411937	3
GB50114	551562	3
GB50152	NA	3
GB50153	NA	3
GB50159	408525	3
GB50160	410609	3
GB50170	100577783	3
GB50185	NA	3
GB50192	406111	3
GB50207	552785	3
GB50218	410583	3
GB50263	NA	3
GB50277	100576194	3
GB50292	NA	3
GB50294	NA	3
GB50297	411093	3
GB50310	NA	3
GB50377	411036	3
GB50395	NA	3
GB50397	408810	3
GB50400	NA	3
GB50402	412801	3
GB50415	408809	3
GB50433	NA	3
GB50441	413113	3
GB50443	413112	3
GB50451	551656	3
GB50462	NA	3
GB50463	NA	3
GB50468	NA	3
GB50469	100578446	3
GB50477	100577527	3
GB50487	NA	3
GB50510	409674	3
GB50521	410623	3
GB50532	725504	3
GB50533	NA	3
GB50543	NA	3
GB50546	725005	3
GB50557	NA	3
GB50559	NA	3
GB50562	725660	3
GB50570	725988	3
GB50571	NA	3
GB50579	726206	3
GB50580	726229	3
GB50583	NA	3
GB50585	726331	3
GB50593	411569	3
GB50646	NA	3
GB50647	100576248	3
GB50648	409827	3
GB50650	409826	3
GB50653	726434	3
GB50654	NA	3
GB50674	NA	3
GB50692	NA	3
GB50702	NA	3
GB50718	727349	3
GB50721	NA	3
GB50736	NA	3
GB50780	552020	3
GB50781	NA	3
GB50782	NA	3
GB50783	NA	3
GB50792	NA	3
GB50819	409039	3
GB50859	NA	3
GB50860	NA	3
GB50891	409650	3
GB50905	100577748	3
GB50907	100577573	3
GB50912	NA	3
GB50934	NA	3
GB50946	724626	3
GB50953	NA	3
GB50957	410170	3
GB50960	100577672	3
GB50961	NA	3
GB50962	NA	3
GB50985	408292	3
GB51011	100578854	3
GB51013	412976	3
GB51018	NA	3
GB51047	724908	3
GB51048	408297	3
GB51049	NA	3
GB51051	725082	3
GB51084	410202	3
GB51094	NA	3
GB51138	NA	3
GB51150	NA	3
GB51151	NA	3
GB51154	NA	3
GB51173	NA	3
GB51181	NA	3
GB51183	726655	3
GB51185	100576233	3
GB51191	411639	3
GB51303	724422	3
GB51308	NA	3
GB51315	NA	3
GB51316	NA	3
GB51317	NA	3
GB51325	NA	3
GB51376	552518	3
GB51402	NA	3
GB51428	727358	3
GB51489	409640	3
GB51492	NA	3
GB51506	411420	3
GB51514	NA	3
GB51520	NA	3
GB51748	724613	3
GB51789	NA	3
GB51904	408763	3
GB51905	NA	3
GB51909	413391	3
GB51953	726401	3
GB51989	NA	3
GB52001	NA	3
GB52004	100576484	3
GB52019	NA	3
GB52020	NA	3
GB52027	100577829	3
GB52041	NA	3
GB52042	NA	3
GB52050	NA	3
GB52051	NA	3
GB52063	410393	3
GB52067	NA	3
GB52088	NA	3
GB52089	NA	3
GB52090	552397	3
GB52096	100576705	3
GB52100	NA	3
GB52105	100578613	3
GB52109	726709	3
GB52135	NA	3
GB52150	NA	3
GB52157	412099	3
GB52176	NA	3
GB52213	725800	3
GB52287	NA	3
GB52288	NA	3
GB52290	411059	3
GB52296	NA	3
GB52297	NA	3
GB52298	NA	3
GB52303	NA	3
GB52304	408822	3
GB52311	NA	3
GB52346	724599	3
GB52354	NA	3
GB52377	100577938	3
GB52381	725861	3
GB52394	100577714	3
GB52404	100576914	3
GB52438	726924	3
GB52444	NA	3
GB52445	100577255	3
GB52447	100578730	3
GB52448	100576284	3
GB52495	NA	3
GB52504	413350	3
GB52524	724872	3
GB52525	412310	3
GB52548	NA	3
GB52554	NA	3
GB52555	412878	3
GB52565	NA	3
GB52595	551432	3
GB52610	NA	3
GB52623	NA	3
GB52624	NA	3
GB52625	412916	3
GB52635	NA	3
GB52705	100577155	3
GB52706	410526	3
GB52708	725754	3
GB52711	NA	3
GB52718	410534	3
GB52757	408473	3
GB52765	NA	3
GB52767	100576805	3
GB52772	NA	3
GB52773	100578877	3
GB52802	100576128	3
GB52824	726725	3
GB52838	NA	3
GB52857	NA	3
GB52872	NA	3
GB52891	NA	3
GB52897	NA	3
GB52908	NA	3
GB52909	NA	3
GB52910	406068	3
GB52913	410633	3
GB52920	100576341	3
GB52922	NA	3
GB52926	NA	3
GB52928	NA	3
GB52929	408879	3
GB52930	NA	3
GB52938	100576253	3
GB52940	NA	3
GB52953	408880	3
GB52956	724220	3
GB52999	NA	3
GB53002	408769	3
GB53012	408770	3
GB53016	NA	3
GB53051	NA	3
GB53052	NA	3
GB53053	406148	3
GB53056	NA	3
GB53073	NA	3
GB53074	NA	3
GB53075	NA	3
GB53094	NA	3
GB53096	727085	3
GB53099	NA	3
GB53122	411050	3
GB53166	726671	3
GB53167	NA	3
GB53168	NA	3
GB53274	NA	3
GB53291	NA	3
GB53294	724138	3
GB53325	NA	3
GB53342	NA	3
GB53374	724269	3
GB53393	NA	3
GB53404	411296	3
GB53421	411299	3
GB53456	NA	3
GB53457	NA	3
GB53460	NA	3
GB53481	NA	3
GB53491	100578093	3
GB53493	NA	3
GB53506	550655	3
GB53512	NA	3
GB53520	724611	3
GB53521	NA	3
GB53530	724391	3
GB53547	NA	3
GB53574	409707	3
GB53575	NA	3
GB53620	NA	3
GB53621	724771	3
GB53632	NA	3
GB53638	NA	3
GB53639	NA	3
GB53672	409643	3
GB53688	725792	3
GB53719	409893	3
GB53738	NA	3
GB53740	725699	3
GB53743	NA	3
GB53767	NA	3
GB53773	NA	3
GB53810	NA	3
GB53833	NA	3
GB53835	724885	3
GB53856	NA	3
GB53857	406150	3
GB53992	NA	3
GB53996	NA	3
GB54008	NA	3
GB54016	725264	3
GB54017	NA	3
GB54022	NA	3
GB54023	NA	3
GB54031	NA	3
GB54059	NA	3
GB54060	NA	3
GB54061	NA	3
GB54063	NA	3
GB54126	NA	3
GB54134	726275	3
GB54149	NA	3
GB54151	408463	3
GB54152	NA	3
GB54154	100578265	3
GB54155	NA	3
GB54157	NA	3
GB54161	NA	3
GB54167	726600	3
GB54179	100577065	3
GB54180	410499	3
GB54181	410497	3
GB54189	725200	3
GB54206	NA	3
GB54238	NA	3
GB54239	410222	3
GB54246	725241	3
GB54250	100578824	3
GB54256	100577343	3
GB54272	410001	3
GB54273	NA	3
GB54274	NA	3
GB54295	724333	3
GB54306	NA	3
GB54307	NA	3
GB54308	724468	3
GB54309	NA	3
GB54310	NA	3
GB54323	NA	3
GB54339	552637	3
GB54380	NA	3
GB54381	552675	3
GB54400	NA	3
GB54409	NA	3
GB54412	NA	3
GB54458	NA	3
GB54468	725479	3
GB54475	NA	3
GB54496	408963	3
GB54519	100577080	3
GB54520	NA	3
GB54522	412827	3
GB54525	409633	3
GB54529	NA	3
GB54546	100577600	3
GB54551	725870	3
GB54564	NA	3
GB54625	100577995	3
GB54737	NA	3
GB54738	NA	3
GB54744	NA	3
GB54762	410402	3
GB54766	NA	3
GB54787	100577146	3
GB54790	NA	3
GB54886	409182	3
GB55031	NA	3
GB55032	406073	3
GB55033	NA	3
GB55034	NA	3
GB55054	NA	3
GB55058	NA	3
GB55059	551883	3
GB55060	724287	3
GB55068	NA	3
GB55084	NA	3
GB55085	NA	3
GB55089	NA	3
GB55153	NA	3
GB55180	NA	3
GB55198	412839	3
GB55228	NA	3
GB55255	NA	3
GB55260	100578332	3
GB55348	408685	3
GB55350	410852	3
GB55360	725058	3
GB55362	NA	3
GB55363	NA	3
GB55380	551121	3
GB55387	NA	3
GB55402	NA	3
GB55429	408676	3
GB55445	552311	3
GB55469	724852	3
GB55470	NA	3
GB55480	100578899	3
GB55582	726332	3
GB55592	NA	3
GB55601	725358	3
GB55602	100578412	3
GB55603	100578484	3
GB55606	NA	3
GB55611	100576986	3
GB55612	552320	3
GB55642	725758	3
GB55647	NA	3
GB55648	408670	3
GB55651	408681	3
GB55663	100577751	3
GB55695	NA	3
GB55696	NA	3
GB55714	NA	3
GB55715	551460	3
GB55728	NA	3
GB55730	410353	3
GB55732	NA	3
GB55733	NA	3
GB55760	410951	3
GB55762	NA	3
GB55766	551714	3
GB55783	NA	3
GB55815	NA	3
GB55816	410943	3
GB55820	550964	3
GB55830	410948	3
GB55832	NA	3
GB55833	NA	3
GB55840	413314	3
GB55846	410959	3
GB55884	NA	3
GB55905	NA	3
GB55927	727063	3
GB55986	727173	3
GB56013	100577436	3
GB56022	NA	3
GB56030	NA	3
GB56032	410246	3
GB56033	NA	3
