nodeName	altName	nodeAttr.nodesPresent...
GB40159	100576924	21
GB40478	412439	21
GB40642	NA	21
GB40694	410362	21
GB40699	NA	21
GB40878	409283	21
GB40889	NA	21
GB40919	NA	21
GB40930	NA	21
GB41264	NA	21
GB41280	408862	21
GB41371	NA	21
GB41372	409043	21
GB41393	NA	21
GB41415	NA	21
GB41435	NA	21
GB41489	551066	21
GB41503	NA	21
GB41694	410570	21
GB41735	726997	21
GB41895	NA	21
GB41989	551016	21
GB42285	NA	21
GB42350	100577919	21
GB42460	NA	21
GB42564	408949	21
GB42988	NA	21
GB42994	408803	21
GB43084	551624	21
GB43090	NA	21
GB43091	NA	21
GB43111	NA	21
GB43161	551528	21
GB43191	410270	21
GB43220	410273	21
GB43315	NA	21
GB43423	NA	21
GB43424	NA	21
GB43840	551338	21
GB43958	NA	21
GB43980	413545	21
GB44148	409788	21
GB44596	409510	21
GB44636	411112	21
GB44862	724356	21
GB44886	551146	21
GB44998	551707	21
GB45028	410337	21
GB45173	551735	21
GB45238	NA	21
GB45388	NA	21
GB45390	NA	21
GB45401	NA	21
GB45637	NA	21
GB45645	409729	21
GB45923	413409	21
GB45979	NA	21
GB46151	551510	21
GB46255	551225	21
GB46376	410015	21
GB46757	100578984	21
GB47054	725401	21
GB47060	NA	21
GB47558	NA	21
GB47566	410649	21
GB47825	NA	21
GB47882	414015	21
GB47918	408264	21
GB48110	726400	21
GB48158	408905	21
GB48161	724569	21
GB48261	410414	21
GB48419	550998	21
GB48505	NA	21
GB48542	NA	21
GB48589	412917	21
GB48605	NA	21
GB48745	410189	21
GB48763	100578780	21
GB48832	409345	21
GB48921	NA	21
GB49102	724920	21
GB49130	NA	21
GB49239	410140	21
GB49564	NA	21
GB49804	410865	21
GB49836	NA	21
GB50090	408529	21
GB50261	551328	21
GB50435	725254	21
GB50554	408541	21
GB50664	NA	21
GB50695	726598	21
GB50757	408710	21
GB50832	725396	21
GB50842	NA	21
GB51109	100578797	21
GB51112	552275	21
GB51135	NA	21
GB51137	NA	21
GB51155	726201	21
GB51164	NA	21
GB51165	726470	21
GB51212	NA	21
GB51261	409572	21
GB51522	724778	21
GB51670	724225	21
GB51744	724439	21
GB51792	NA	21
GB52031	NA	21
GB52084	NA	21
GB52172	NA	21
GB52759	408471	21
GB53296	406123	21
GB53323	411490	21
GB53408	NA	21
GB53441	NA	21
GB53442	NA	21
GB53443	NA	21
GB53444	NA	21
GB53445	NA	21
GB53446	NA	21
GB53447	NA	21
GB53448	NA	21
GB53449	NA	21
GB53450	NA	21
GB53451	NA	21
GB53452	NA	21
GB53453	NA	21
GB53454	NA	21
GB53455	NA	21
GB53459	NA	21
GB53461	NA	21
GB53462	NA	21
GB53463	NA	21
GB53464	NA	21
GB53465	NA	21
GB53466	NA	21
GB53467	NA	21
GB53468	NA	21
GB53470	NA	21
GB53472	NA	21
GB53473	NA	21
GB53474	NA	21
GB53475	NA	21
GB53476	NA	21
GB53477	NA	21
GB53478	NA	21
GB53479	NA	21
GB53480	NA	21
GB53483	NA	21
GB53484	NA	21
GB53486	NA	21
GB53487	NA	21
GB53488	NA	21
GB53489	NA	21
GB53490	NA	21
GB53844	NA	21
GB54085	726692	21
GB54472	NA	21
GB54502	725803	21
GB54654	100577909	21
GB54789	409846	21
GB54877	NA	21
GB55757	100577047	21
GB55834	726282	21
GB55999	NA	21
GB56000	NA	21
GB56011	NA	21
