fromNode	toNode	weight	direction	fromAltName	toAltName
GB40159	GB40478	0.0237971457645286	undirected	100576924	412439
GB40159	GB40694	0.0271957042970645	undirected	100576924	410362
GB40159	GB40878	0.034459704753591	undirected	100576924	409283
GB40159	GB40889	0.0371688158399318	undirected	100576924	NA
GB40159	GB40930	0.0339193506575833	undirected	100576924	NA
GB40159	GB41280	0.025914802123528	undirected	100576924	408862
GB40159	GB41371	0.0392258368233688	undirected	100576924	NA
GB40159	GB41372	0.0342578778685666	undirected	100576924	409043
GB40159	GB41393	0.0279167501350155	undirected	100576924	NA
GB40159	GB41415	0.0410828905045876	undirected	100576924	NA
GB40159	GB41489	0.0477106598988125	undirected	100576924	551066
GB40159	GB41503	0.0291147627697141	undirected	100576924	NA
GB40159	GB41895	0.0459211230845295	undirected	100576924	NA
GB40159	GB41989	0.0258598171209837	undirected	100576924	551016
GB40159	GB42285	0.0239001570508574	undirected	100576924	NA
GB40159	GB42564	0.0288464114235376	undirected	100576924	408949
GB40159	GB42988	0.0216329003805314	undirected	100576924	NA
GB40159	GB42994	0.0270422538946721	undirected	100576924	408803
GB40159	GB43090	0.0382427148757615	undirected	100576924	NA
GB40159	GB43161	0.0278933727786443	undirected	100576924	551528
GB40159	GB43191	0.0285813705733523	undirected	100576924	410270
GB40159	GB43315	0.0459069113308937	undirected	100576924	NA
GB40159	GB43840	0.0257028701464929	undirected	100576924	551338
GB40159	GB43980	0.0245442224809538	undirected	100576924	413545
GB40159	GB44148	0.0543494774173443	undirected	100576924	409788
GB40159	GB44636	0.0261588913853179	undirected	100576924	411112
GB40159	GB44998	0.0459841504553936	undirected	100576924	551707
GB40159	GB45173	0.0400418257927646	undirected	100576924	551735
GB40159	GB45388	0.0221974149288317	undirected	100576924	NA
GB40159	GB45390	0.0254043729781944	undirected	100576924	NA
GB40159	GB45637	0.0290407152315786	undirected	100576924	NA
GB40159	GB46151	0.0298919318069036	undirected	100576924	551510
GB40159	GB46255	0.0503233528484948	undirected	100576924	551225
GB40159	GB46376	0.0460824532139982	undirected	100576924	410015
GB40159	GB46757	0.031068073333131	undirected	100576924	100578984
GB40159	GB47060	0.0384714448849297	undirected	100576924	NA
GB40159	GB47566	0.0365142200044175	undirected	100576924	410649
GB40159	GB47882	0.0285600087205569	undirected	100576924	414015
GB40159	GB48161	0.0465043767280349	undirected	100576924	724569
GB40159	GB48261	0.0369314449873317	undirected	100576924	410414
GB40159	GB48605	0.0308606579415533	undirected	100576924	NA
GB40159	GB48763	0.0242931993853081	undirected	100576924	100578780
GB40159	GB48832	0.0213594366455879	undirected	100576924	409345
GB40159	GB49102	0.036562102356083	undirected	100576924	724920
GB40159	GB49130	0.0366190526365232	undirected	100576924	NA
GB40159	GB49804	0.0226859003194143	undirected	100576924	410865
GB40159	GB49836	0.0435575461591825	undirected	100576924	NA
GB40159	GB50090	0.0341682091000406	undirected	100576924	408529
GB40159	GB50261	0.0403951241643524	undirected	100576924	551328
GB40159	GB50554	0.0288293825939855	undirected	100576924	408541
GB40159	GB50757	0.0308327423563373	undirected	100576924	408710
GB40159	GB50832	0.0336590664351054	undirected	100576924	725396
GB40159	GB51670	0.0233827645720199	undirected	100576924	724225
GB40159	GB51792	0.0316189324268063	undirected	100576924	NA
GB40159	GB52084	0.0330057340375014	undirected	100576924	NA
GB40159	GB52172	0.0517206746278448	undirected	100576924	NA
GB40159	GB53296	0.0330851494090216	undirected	100576924	406123
