""	X8751ID	X8756ID	X875aID	X8827ID	X882gID	X882kID	X882mID	X888eID	X888qID	X888uID	X894cID	X894fID	X894iID	X8751IQ	X8756IQ	X875aIQ	X8827IQ	X882gIQ	X882kIQ	X882mIQ	X888eIQ	X888qIQ	X888uIQ	X894cIQ	X894fIQ	X894iIQ
GB43098	0	8	2	6	3	4	9	0	4	2	4	17	1	1	4	7	7	3	4	9	0	2	1	4	17	1
GB43099	0	3	4	0	1	0	0	1	0	0	4	0	0	0	6	3	0	1	1	0	0	0	0	1	0	1
GB43110	16	83	206	64	26	65	130	23	81	10	74	117	23	18	55	207	57	18	71	137	19	74	9	67	125	21
GB43111	106	230	347	139	71	140	333	48	169	71	248	378	100	86	158	323	153	62	181	307	68	232	54	250	349	94
GB43112	1307	6143	4708	1323	2193	4428	5918	373	2487	290	2485	4883	399	80	2202	1271	437	1431	692	1699	516	415	23	1684	458	32
GB43113	199	238	471	82	103	147	160	106	516	125	326	152	31	72	216	262	47	108	91	105	103	94	84	213	130	41
GB43116	219	184	313	39	92	88	178	102	223	39	251	313	147	63	153	102	69	55	263	268	103	222	41	251	310	147
GB43119	291	410	565	319	242	262	412	94	581	149	543	703	210	202	413	458	298	241	250	402	73	518	141	374	572	156
GB43120	31	31	138	39	19	97	121	15	148	18	88	90	17	30	28	130	39	19	87	114	10	76	18	89	81	17
GB43123	16	99	220	67	51	216	83	156	178	25	152	198	56	14	89	187	67	26	183	42	138	139	19	151	188	58
GB43126	36	94	164	40	58	110	160	48	270	24	178	182	44	36	94	158	40	58	110	160	48	270	24	178	182	44
GB43129	0	2	17	1	4	8	7	8	307	17	47	8	7	0	8	39	0	6	4	5	4	303	16	40	6	6
GB43130	556	998	3184	142	374	871	1179	45	1385	353	1497	1267	230	496	896	3097	109	330	773	1118	17	1163	334	1343	1166	212
GB43132	6	17	13	22	37	38	58	42	67	10	51	85	9	18	40	26	22	37	38	58	42	67	10	51	85	9
GB43133	88	200	564	196	93	175	352	92	320	41	120	234	78	99	213	564	197	82	179	351	90	320	30	119	234	75
GB43135	11	25	126	16	10	38	43	19	32	8	49	28	8	11	25	126	16	10	38	43	19	32	8	49	28	8
GB43136	2	1	4	0	0	0	3	1	2	0	6	1	1	2	1	5	0	0	0	3	1	2	0	5	1	1
GB43137	14	10	16	4	5	10	28	2	19	16	50	36	0	14	8	16	4	4	11	28	2	19	16	51	36	0
GB43138	330	381	664	355	385	596	639	113	549	194	769	948	190	306	394	624	352	399	731	661	92	534	202	786	924	198
GB43139	3	0	7	0	0	0	1	1	1	2	0	6	0	3	0	7	0	0	1	1	1	1	2	0	6	0
GB43140	0	11	0	4	3	1	2	0	30	0	1	2	0	1	1	0	1	0	2	2	0	25	0	1	2	0
GB43141	0	2	1	0	1	1	0	0	1	0	3	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0
GB43142	166	128	194	107	93	128	102	86	126	38	122	27	44	165	128	195	107	93	128	102	85	126	36	115	29	40
GB43145	5	11	20	8	8	13	8	6	20	8	16	16	5	3	10	8	6	3	17	9	6	15	5	18	13	6
GB43153	14	30	80	15	6	26	23	9	20	11	54	40	13	14	30	80	15	6	26	23	9	20	11	54	40	13
GB43157	15	17	9	10	10	10	9	12	11	6	30	14	6	12	16	8	6	9	14	7	12	10	5	0	0	0
GB43159	1	10	6	4	0	7	5	6	16	4	14	19	3	1	10	6	4	0	7	5	6	16	4	14	19	3
GB43161	88	234	756	96	134	328	626	147	821	112	501	547	96	78	230	704	92	132	356	632	147	817	112	503	547	96
GB43163	4	3	5	1	2	1	2	0	3	0	4	3	1	5	3	5	1	2	1	2	0	3	0	4	3	1
GB43164	2	2	10	2	11	0	8	10	8	0	14	19	1	2	2	10	2	11	0	8	8	8	0	13	18	1
GB43165	2	2	10	2	11	0	8	10	8	0	14	19	1	2	2	10	2	11	0	8	8	8	0	13	18	1
GB43167	16	23	106	11	9	15	60	3	23	9	36	30	8	15	22	106	12	8	14	61	2	23	9	35	30	9
GB43168	65	61	136	15	51	41	85	22	111	24	96	69	2	61	61	136	15	51	41	85	17	77	19	95	51	0
GB43171	24	8	41	24	12	42	28	13	5	2	28	40	6	22	10	41	22	12	50	27	11	5	2	28	37	6
GB43173	8	37	58	7	5	22	21	9	22	4	14	19	5	8	29	48	6	8	27	21	11	11	4	0	8	0
GB43182	0	1	0	0	2	0	3	0	3	2	2	0	0	0	1	0	0	2	0	3	0	0	0	2	0	0
GB43185	4	21	23	2	5	21	18	9	13	3	19	14	8	4	21	23	1	0	0	0	9	13	3	19	14	8
GB43188	130	461	1454	21	76	270	242	15	366	31	268	346	77	115	451	1306	13	50	306	166	7	310	8	230	345	84
GB43189	53	80	144	42	44	45	60	24	93	15	126	108	20	57	75	142	42	32	40	49	8	10	3	50	45	10
GB43191	76	392	486	68	137	277	298	149	460	1	455	500	183	82	402	481	70	140	299	298	140	456	5	451	502	182
GB43198	145	98	165	64	69	139	142	75	100	27	133	147	32	145	98	165	64	69	139	141	75	100	27	133	147	32
GB43199	0	11	28	10	0	33	6	23	18	0	19	27	8	0	10	30	10	0	32	6	22	22	0	18	25	8
GB43201	10	20	106	6	3	16	23	4	48	8	62	20	12	6	25	98	0	0	15	21	4	48	9	66	21	12
GB43205	8	5	19	6	2	12	15	4	39	5	41	20	11	0	9	1	7	4	0	18	3	0	0	0	20	10
GB43206	20	42	70	37	1	47	73	50	35	1	30	123	30	16	37	68	37	0	45	70	50	36	1	28	122	28
GB43207	1	38	18	7	6	11	22	8	46	2	51	17	4	0	34	18	4	6	2	26	8	38	4	35	17	1
GB43208	638	1313	549	682	790	754	2031	465	3227	183	1166	3352	184	233	841	184	398	266	846	1059	298	665	112	433	5490	236
GB43210	1	2	0	1	0	2	0	5	0	0	6	2	0	1	2	0	1	0	2	0	1	0	0	6	2	0
GB43213	27	24	39	4	11	4	12	0	17	10	35	26	1	27	24	38	4	11	4	12	0	6	6	35	26	1
GB43214	1	3	1	9	15	1	7	2	9	2	9	14	2	0	0	2	8	8	11	9	2	2	4	18	10	1
GB43216	14	25	86	14	21	37	37	7	51	8	28	61	27	16	27	82	18	20	36	41	6	29	10	22	49	26
GB43217	21	37	17	4	6	2	1	11	4	12	50	9	7	21	37	17	4	6	11	0	11	4	12	50	9	7
GB43220	12	22	8	6	9	12	13	1	12	6	20	23	3	13	18	13	7	9	12	13	0	10	5	20	23	3
GB43221	141	139	156	120	22	199	250	72	173	46	248	235	17	145	147	152	118	11	190	249	72	168	46	245	209	9
GB43222	115	204	122	110	119	218	346	87	191	36	196	247	53	115	202	122	110	119	218	346	89	193	35	195	246	52
GB43225	10	126	200	20	21	137	88	10	119	39	64	118	18	10	134	202	23	17	122	81	5	105	39	60	117	18
GB43226	30	94	139	53	21	69	190	0	0	23	0	0	0	1	1	3	0	0	1	0	0	1	0	2	0	0
GB43227	0	0	0	0	0	4	5	0	6	0	1	0	0	0	0	0	0	0	4	5	0	6	0	1	0	0
GB43228	65	226	401	126	155	333	417	33	97	67	415	332	64	71	52	439	126	154	333	414	134	369	22	199	207	32
GB43230	15	33	100	27	12	79	76	7	28	13	68	78	9	15	29	93	19	9	99	70	1	21	9	59	65	7
GB43234	18	57	32	37	14	58	37	17	27	18	61	77	9	15	55	35	54	14	14	41	12	46	12	31	56	13
GB43236	12	24	45	8	3	22	19	4	16	7	45	25	6	13	4	46	9	2	19	37	4	16	6	48	26	5
GB43238	735	731	624	392	585	364	509	265	344	206	735	625	201	643	617	598	381	596	418	512	270	271	206	682	604	184
GB43245	103	311	157	125	167	139	98	133	90	90	370	332	239	89	189	212	89	155	111	85	51	96	75	338	321	238
GB43246	34	32	25	0	11	83	111	20	26	5	61	26	6	31	32	25	0	0	3	20	20	11	15	90	11	0
GB43248	1	6	5	13	9	13	8	3	19	7	13	28	3	1	6	5	10	8	12	6	3	16	7	12	21	3
GB43250	3	12	4	3	0	0	2	6	1	1	14	7	15	3	6	7	2	2	0	2	1	0	0	14	7	15
GB43258	4	2	2	0	10	7	2	0	6	0	7	0	0	3	3	2	0	10	7	2	0	6	2	9	0	0
GB43263	10	11	9	3	2	2	7	7	3	5	16	8	1	5	12	2	3	3	3	5	4	4	5	13	13	2
GB43271	0	11	12	1	7	1	6	5	8	2	11	4	4	0	16	12	0	7	2	4	0	9	0	0	0	0
GB43273	1	25	31	1	24	1	23	0	1	5	1	2	1	1	35	36	2	13	2	23	1	9	0	1	2	0
GB43275	2	7	7	0	0	0	3	1	0	4	16	5	0	1	2	6	0	0	1	3	1	0	3	0	0	1
GB43276	1	9	10	7	2	9	3	0	2	0	29	11	6	1	8	11	7	2	10	4	0	2	0	29	12	6
GB43280	643	910	1311	380	372	653	795	417	582	283	1402	1081	269	643	902	1295	379	371	654	794	418	582	281	1402	1080	270
GB43282	629	915	1397	254	338	551	330	478	498	178	415	874	230	631	912	1394	252	336	563	324	474	500	176	405	868	222
GB43283	0	0	32	0	2	0	8	8	6	0	22	19	0	0	0	22	0	8	0	8	4	0	0	22	13	0
GB43284	4	14	45	10	5	8	17	4	5	0	18	31	0	4	13	40	4	7	23	23	2	2	0	18	28	0
GB43285	166	163	821	120	126	155	256	38	237	98	247	341	41	149	127	719	103	125	271	236	36	174	111	237	312	40
GB43293	3	0	2	3	1	3	4	0	0	0	6	5	3	5	0	2	5	1	4	4	2	2	2	2	3	0
GB43300	216	432	2593	301	191	1071	1176	134	891	153	777	1562	154	216	432	2611	301	190	1073	1175	134	891	153	778	1562	154
GB43301	20	54	100	21	14	19	34	6	17	23	44	39	13	21	52	76	20	14	12	29	6	17	23	32	22	6
GB43304	10	19	279	0	61	8	3	14	12	234	139	11	59	14	25	263	3	64	14	6	7	20	234	139	40	60
GB43307	0	1	0	0	1	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	2	2	0	1	0	0
GB43309	42	1130	1380	480	1005	760	485	280	679	530	725	408	83	44	1143	1375	483	1004	762	485	280	677	530	726	407	81
GB43310	0	0	2	0	0	1	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	5	6	1	1	0
GB43311	18	8	0	6	0	0	8	0	14	0	2	6	0	18	8	0	0	0	0	8	0	14	0	2	6	0
GB43314	136	332	451	74	115	426	283	97	454	179	328	314	105	121	269	376	49	129	389	226	62	342	150	320	275	84
GB43322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	6	1	0	1
GB43325	489	1199	2508	613	841	451	1502	176	197	97	811	1203	178	7	17	42	412	568	262	1035	499	606	357	12	2	1
GB43326	153	237	135	54	107	29	53	867	522	330	257	542	46	0	1	0	0	2	0	0	1	7	1	13	0	1
GB43331	14373	2253	8472	19720	27046	1326	1800	5869	10679	30366	9951	3131	19648	130	25	44	409	467	16	21	39	64	248	112	26	123
GB43334	183	217	320	68	116	170	127	164	246	202	457	262	114	188	199	310	66	97	167	121	143	221	192	457	258	112
GB43337	114	169	368	97	281	139	73	105	166	176	211	283	103	146	164	320	97	278	139	54	77	85	140	212	278	103
GB43342	0	0	0	8	8	6	4	10	14	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB43346	1	2	0	0	0	2	0	0	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB43354	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	0	0	0	0	1	0	0
GB43358	92	64	78	159	273	169	200	45	138	13	186	372	44	89	60	80	148	231	143	159	44	128	10	185	363	42
GB43360	222	99	43	333	394	567	628	319	167	41	1299	1563	135	223	100	43	333	394	566	628	319	167	41	1318	1582	135
GB43362	273	197	198	213	170	390	497	324	222	38	699	1398	158	273	197	198	213	170	390	497	324	222	38	716	1405	158
GB43363	105	49	22	23	47	29	19	24	31	13	73	23	20	105	49	22	23	47	29	19	24	31	14	8	0	1
GB43366	160	285	615	84	99	123	141	124	855	165	869	239	218	122	223	422	91	95	107	134	124	855	165	832	239	223
GB43367	10	14	30	6	1	6	4	2	12	2	40	6	12	7	13	25	8	1	10	3	2	14	2	38	8	14
GB43368	9	33	72	15	1	6	0	6	18	0	117	7	30	9	33	66	16	0	6	1	6	18	0	111	10	33
GB43369	821	551	388	792	1020	1229	1617	766	780	131	2589	4406	458	829	550	394	779	980	1194	1584	745	927	114	2529	4386	415
GB43375	86	187	375	69	72	72	78	33	109	32	170	250	17	81	123	204	66	67	72	71	34	102	31	145	204	8
GB43376	0	5	0	0	1	0	1	1	1	0	0	0	0	34	107	87	22	32	80	68	55	65	27	133	130	14
GB43377	1	0	0	0	0	0	0	3	0	0	2	0	0	1	0	0	1	0	0	0	3	0	0	2	0	0
GB43378	0	5	3	1	0	2	0	5	0	2	5	1	0	0	5	3	1	1	0	0	5	1	2	5	1	0
GB43383	6	2	44	0	0	0	4	0	2	20	0	0	23	6	2	45	0	0	1	2	0	3	20	0	0	22
GB43385	168	102	394	16	14	20	18	0	187	111	87	43	10	206	174	600	17	14	20	10	0	171	110	29	19	3
GB43401	192	707	1161	458	548	1291	1068	110	942	250	983	1149	167	192	714	1112	455	513	1278	1036	110	947	248	971	1166	171
GB43403	124	182	950	58	64	48	107	34	288	145	302	259	83	116	161	933	57	53	63	104	29	296	131	273	268	82
GB43404	0	0	18	1	1	2	1	0	3	5	11	7	3	0	0	18	1	0	2	1	0	0	1	11	7	2
GB43407	202	33	360	65	20	102	40	39	190	130	164	22	5	156	30	323	58	3	124	21	3	123	2	157	9	4
GB43409	21	60	176	28	24	27	46	5	69	20	57	58	17	22	60	179	23	23	25	48	5	69	20	59	59	19
GB43412	66	131	305	68	75	209	181	51	185	47	247	292	36	66	131	305	67	59	198	186	51	185	47	233	293	38
GB43415	16	16	6	1	2	0	1	1	4	5	9	4	1	8	4	4	1	5	0	1	1	2	6	5	1	1
GB43416	41	94	30	28	92	38	12	19	20	35	40	22	14	36	93	22	25	111	34	15	8	20	7	41	14	8
GB43418	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	19	7	46
GB43425	4	30	289	30	66	8	60	28	64	3	49	42	31	3	22	292	30	68	9	61	28	64	3	49	43	32
GB43426	51	211	1829	238	377	39	415	221	627	28	156	251	211	53	213	1828	237	503	51	414	222	625	30	153	246	211
GB43436	35	107	162	82	96	202	255	58	218	42	370	266	51	35	108	162	82	96	202	255	23	45	7	371	266	51
GB43439	5	3	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0
GB43443	0	5	0	2	4	0	1	0	0	0	0	0	2	1	5	0	2	4	0	1	0	0	0	0	0	2
GB43446	8	9	4	6	3	3	14	4	7	3	20	9	3	8	9	4	6	3	3	14	4	7	3	21	9	3
GB43447	4	8	6	2	5	1	0	3	1	2	9	1	3	8	15	7	3	8	8	0	3	0	1	5	1	3
GB43448	169	221	409	101	62	308	256	71	115	50	351	185	47	177	228	412	101	62	303	256	68	134	62	346	180	47
GB43453	4	35	56	13	14	18	8	10	122	36	86	36	19	4	38	56	12	21	12	9	9	121	31	78	34	20
GB43454	57	66	56	24	28	43	34	40	90	21	128	102	12	35	78	72	30	52	61	50	63	84	18	78	90	9
GB43455	1	2	0	0	2	1	0	0	0	0	0	0	1	2	2	0	0	2	1	0	0	0	0	0	0	1
GB43456	3	5	12	1	1	4	4	2	9	4	2	7	1	3	2	12	1	1	4	4	1	3	3	0	0	1
GB43459	4	5	5	4	8	0	0	4	1	2	3	1	2	0	0	0	4	8	0	0	4	1	2	3	1	2
GB43462	4	8	8	6	6	8	6	8	1	2	17	7	3	0	0	9	6	6	8	6	8	1	2	0	0	0
GB43465	4	0	1	0	0	2	0	0	2	0	1	0	0	2	0	1	0	0	2	0	0	1	0	1	0	0
GB43467	2	7	12	6	2	5	7	1	2	4	11	10	2	0	0	11	6	2	5	7	1	3	0	2	0	0
GB43474	1	8	71	7	12	2	13	4	15	3	14	9	3	1	8	71	7	12	2	12	4	15	3	13	9	3
GB43475	188	198	554	55	57	41	6	2	55	0	40	115	0	188	197	553	55	55	41	6	2	55	0	42	115	0
GB43476	203	126	510	55	105	131	121	73	55	43	81	120	13	133	115	401	8	161	97	108	71	171	60	57	94	2
GB43484	0	2	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0
GB43488	2	1	1	4	0	8	3	0	2	1	4	2	0	2	0	1	0	10	7	1	0	0	2	1	1	0
GB43489	6	3	4	9	0	14	0	3	2	7	6	7	6	3	3	5	10	8	14	2	0	2	0	6	7	5
GB43495	1282	4169	6562	854	1740	3634	3893	1344	4360	1330	3883	2984	995	1224	4099	6491	746	1301	2774	2263	1333	4147	1298	4765	3368	635
GB43496	57	50	197	70	20	8	12	21	86	110	81	72	17	55	47	194	78	4	8	1	22	79	110	79	77	18
GB43497	124	144	220	105	74	98	102	20	127	196	100	331	24	107	156	216	155	61	101	77	15	118	198	112	337	39
GB43500	0	4	0	4	8	7	2	0	0	0	2	10	2	0	3	0	4	8	3	3	0	0	0	2	11	1
GB43502	6	10	14	0	2	0	2	6	0	0	0	8	0	6	6	14	0	0	0	4	0	0	0	0	6	0
GB43508	6	0	2	4	10	10	8	9	0	0	23	22	3	6	0	2	4	12	7	9	2	0	0	29	27	3
GB43509	1	3	0	17	11	22	63	6	32	0	54	39	0	0	0	0	3	0	0	43	6	27	0	54	38	0
GB43510	20	53	49	35	17	46	61	35	51	10	191	70	11	20	53	49	23	17	30	51	41	46	10	192	69	11
GB43511	0	1	4	12	2	20	42	9	32	0	102	47	5	0	1	4	0	1	3	32	15	27	0	101	43	3
GB43512	373	307	291	450	358	1265	2060	544	1962	1	4546	2076	213	780	588	416	797	729	1554	3072	1007	2366	29	6774	3192	405
GB43513	17	24	16	16	76	87	223	31	44	10	62	147	13	10	25	13	15	69	80	241	31	44	10	62	146	13
GB43515	13	36	18	23	106	124	238	51	39	15	100	184	25	14	38	18	21	98	116	255	51	39	15	100	184	25
GB43519	12	1	4	3	19	1	0	0	4	6	0	1	5	11	0	3	2	16	0	0	1	3	7	2	2	7
GB43526	47	16	67	26	20	26	19	6	13	3	35	51	14	47	16	67	17	11	31	28	6	13	3	35	51	14
GB43533	1270	1072	1474	721	913	1257	1682	723	1019	378	1152	1666	279	1274	1076	1476	720	911	1254	1680	725	1010	378	1156	1664	279
GB43534	155	129	183	92	113	157	213	89	128	49	144	206	35	155	129	183	92	113	157	213	89	127	47	144	206	35
GB43541	228	201	219	54	60	171	45	57	78	57	147	111	6	228	201	219	39	54	156	81	57	78	57	147	111	6
GB43543	21	49	32	11	13	20	22	9	20	6	24	20	10	21	49	34	9	15	22	25	9	18	6	24	20	10
GB43545	0	1	10	1	0	1	0	0	4	0	2	10	0	0	1	9	1	0	1	0	0	4	0	2	10	0
GB43546	111	207	226	47	75	121	142	28	36	52	226	161	57	105	193	218	47	74	121	142	30	45	52	226	161	57
GB43553	51	131	45	23	55	95	50	20	33	26	189	124	29	1	2	0	23	55	95	50	20	33	26	189	124	29
GB43555	4	4	3	1	1	1	0	2	1	0	5	4	0	4	5	3	1	1	0	0	0	0	0	4	4	0
GB43560	51	35	10	33	7	32	74	56	62	7	72	84	24	51	35	10	33	7	32	74	56	62	7	0	0	0
GB43564	64	38	43	16	32	55	57	60	54	26	73	58	19	0	33	38	0	0	1	0	60	54	26	73	58	19
GB43572	0	0	0	0	0	0	0	1	1	0	1	0	0	10	1	3	0	0	0	0	1	1	0	1	0	0
GB43573	244	1010	291	381	450	1040	1055	580	574	196	1130	1202	226	536	0	1	254	259	785	789	116	106	45	865	923	54
GB43574	3	73	231	27	9	32	67	17	202	23	133	142	145	4	70	239	27	8	32	67	15	212	23	132	130	143
GB43575	1125	5576	4964	2288	1866	4102	4379	1708	4279	1278	2033	3017	466	1110	5524	5058	2426	1880	4103	4385	1708	4277	1271	1654	2392	420
GB43576	33	243	147	32	50	156	153	104	251	67	151	234	19	42	276	206	62	59	116	144	104	251	64	150	234	19
GB43579	6	0	7	0	7	4	1	1	3	1	0	5	1	8	1	14	2	6	3	1	1	3	1	0	5	1
GB43580	251	355	424	550	411	858	1637	266	665	80	1462	1205	65	251	354	424	556	410	869	1670	266	665	80	1461	1206	65
GB43581	117	237	870	123	69	294	261	54	250	57	267	564	28	117	237	870	111	78	276	231	156	552	57	267	565	27
GB43586	4	1	2	5	0	33	6	8	18	0	11	23	3	4	1	2	5	0	33	6	8	18	0	11	22	3
GB43591	124	138	349	31	23	12	108	35	115	8	131	179	2	127	140	352	92	52	8	62	36	70	8	13	28	2
GB43596	0	0	0	0	0	1	7	0	0	0	35	0	0	0	0	14	0	0	0	7	0	0	0	35	0	0
GB43598	12	29	133	21	28	93	76	16	20	17	329	28	10	20	30	200	14	18	22	72	11	26	14	322	27	6
GB43600	40	118	179	200	168	3	129	154	365	28	306	8	69	10	108	168	195	136	3	129	153	364	27	294	5	67
GB43601	124	171	575	165	240	241	150	251	942	346	791	105	143	119	161	615	199	49	72	214	251	936	352	792	198	143
GB43602	610	864	1171	273	423	448	426	324	1355	1116	892	765	399	626	837	1171	243	403	413	426	305	1358	1102	849	768	391
GB43603	92	80	132	46	61	119	81	47	177	29	157	89	27	30	28	27	46	51	105	76	41	150	27	122	84	23
GB43604	155	1265	4997	114	44	830	1169	25	414	14	2337	1803	18	873	1047	3727	25	49	753	1201	403	959	12	2077	1781	8
GB43610	8	31	0	0	0	2	0	1	36	0	8	0	12	8	30	0	0	0	1	0	0	36	0	7	0	12
GB43611	14	54	32	17	0	0	0	6	104	23	11	3	22	14	55	30	16	4	0	0	2	101	18	15	4	15
GB43613	64	97	129	57	77	71	78	63	145	31	149	109	50	64	97	129	57	77	71	78	63	145	30	149	107	49
GB43615	38	78	291	39	21	100	88	13	36	11	92	191	6	38	78	291	35	24	94	78	47	137	11	92	191	6
GB43618	1045	2767	3122	239	188	476	792	215	649	633	3302	3244	768	228	549	1720	301	247	570	851	388	1523	627	3397	3284	766
GB43619	2	3	93	0	1	0	1	2	5	0	2	1	0	1	2	83	0	1	0	1	1	5	0	3	1	1
GB43621	29	13	19	16	24	3	3	4	16	30	26	7	20	21	9	31	21	28	5	1	0	8	1	21	2	15
GB43624	0	9	0	0	0	0	0	0	0	0	3	3	0	0	9	0	0	0	0	1	0	0	0	3	3	0
GB43626	64	38	43	16	32	55	57	60	54	26	73	58	19	0	33	38	0	0	1	0	60	54	26	73	58	19
GB43629	41	100	40	23	36	75	43	37	59	15	131	102	14	41	100	40	23	36	75	43	37	59	15	130	102	14
GB43636	21	48	68	28	30	50	55	26	33	16	60	51	18	21	47	70	28	30	50	55	5	2	2	67	48	14
GB43639	4	12	5	5	6	9	3	7	3	0	26	7	2	7	14	5	0	4	0	0	6	3	0	19	3	0
GB43640	61	61	106	25	58	249	96	11	40	23	116	69	15	47	113	165	13	63	218	71	17	42	16	114	70	14
GB43641	306	260	362	184	230	314	426	178	256	96	297	417	74	307	269	365	184	230	314	426	178	254	94	291	414	74
GB43643	4750	4382	6407	2468	3230	4910	4919	1779	2252	1371	3848	5603	1005	4565	4349	6402	2488	3235	4905	4924	2310	3920	1339	3847	5601	1005
GB43655	3	2	12	0	1	1	2	0	20	0	1	5	2	3	2	12	0	1	0	0	0	20	0	0	2	0
GB43658	0	0	1	0	0	0	1	0	16	0	0	0	0	0	0	1	0	1	0	0	1	16	1	0	0	0
GB43660	214	156	214	226	240	109	153	35	257	242	189	145	190	222	152	208	229	238	109	156	33	258	245	100	133	33
GB43685	74	18	50	18	34	12	18	44	56	12	38	32	16	74	18	50	18	34	12	18	44	56	12	38	32	16
GB43689	386	161	18	1560	1286	27	3765	1035	2435	151	1441	2406	777	874	977	3	1560	1286	27	3786	1035	2454	151	273	795	11
GB43697	5	39	88	19	18	50	66	14	33	10	58	72	14	5	33	75	19	18	50	66	15	33	10	58	72	14
GB43700	1815	1763	7699	45	28	40	301	348	2601	529	3642	1699	27	1278	2052	7685	52	19	28	290	323	2402	477	3174	1291	23
GB43701	190	460	1592	13	113	44	189	43	430	114	960	408	15	194	463	1583	14	117	50	191	45	431	116	903	397	16
GB43702	1	3	134	2	4	4	1	0	3	1	16	1	3	0	0	147	2	5	2	1	0	0	2	13	0	1
GB43704	105	262	553	186	141	430	359	77	179	59	409	460	49	32	214	508	187	141	430	359	83	241	29	409	460	49
GB43712	7345	7628	14867	3461	2460	6595	10515	3191	7745	2426	5968	8396	2019	7376	7641	14864	3460	2464	6521	10517	3182	7742	2422	5970	8381	2019
GB43717	1995	7165	8313	2436	2518	5042	7501	17	15	731	2805	2989	1053	1993	7163	8304	2436	2520	5042	7501	588	1080	317	3789	4356	8
GB43718	14	7	42	14	1	2	0	0	21	28	7	28	21	0	7	42	14	1	1	0	0	21	28	7	28	21
GB43719	9	271	448	309	178	122	3	85	244	130	12	293	7	2	307	455	58	190	78	0	88	263	130	8	293	8
GB43722	13	6	35	1	0	5	3	0	16	7	20	5	3	8	15	9	2	2	3	0	0	11	5	7	2	0
GB43727	1995	7161	8311	2436	2518	5042	7499	17	15	731	2795	2985	1053	1993	7159	8302	2436	2520	5042	7499	588	1080	317	3785	4353	8
GB43739	0	0	9	1	8	3	0	4	45	22	68	5	0	0	0	15	1	8	5	0	3	52	28	66	2	0
GB43743	5	4	4	3	3	2	2	0	3	2	9	4	0	1	0	2	3	3	2	2	1	5	1	9	4	0
GB43745	21	30	40	12	12	39	12	6	18	3	36	39	9	21	31	39	12	12	39	12	6	18	3	39	40	9
GB43751	12	10	67	10	9	10	46	7	8	10	11	9	1	7	7	69	6	4	4	43	3	7	11	7	11	8
GB43755	21	2	25	0	8	7	28	3	7	11	28	17	4	6	6	34	0	6	7	10	3	7	11	30	15	8
GB43759	11	10	49	6	11	16	30	15	26	3	23	11	6	8	7	46	7	16	9	26	4	20	4	7	8	3
GB43761	0	2	0	4	0	6	0	0	6	0	0	0	0	0	2	0	2	0	8	4	0	6	0	0	0	0
GB43772	0	14	80	19	0	5	29	6	78	1	37	22	1	0	13	79	19	0	5	43	9	77	1	34	0	1
GB43774	3	12	179	7	6	13	19	1	24	2	13	31	5	3	12	198	8	5	15	19	2	22	6	11	24	5
GB43779	3	5	8	0	10	0	4	7	0	0	4	0	0	20	41	2	0	6	0	8	0	4	17	24	0	2
GB43784	5	11	8	3	5	5	3	3	6	1	6	3	0	7	9	9	3	11	8	5	1	6	2	10	5	0
GB43789	17	48	242	12	6	2	33	9	60	22	54	77	14	17	48	242	9	5	59	19	9	60	22	54	77	14
GB43790	0	4	78	2	2	26	12	2	34	10	10	14	0	0	0	0	0	0	0	0	0	0	0	10	14	0
GB43791	2	7	11	0	0	1	2	3	6	2	3	9	0	2	5	11	1	0	2	2	2	1	1	2	8	0
GB43792	1	2	0	1	0	0	0	0	1	0	3	3	0	0	6	1	0	3	1	0	1	3	0	0	0	0
GB43793	0	1	3	0	0	1	0	0	1	0	2	0	0	0	1	0	0	1	0	2	1	0	0	1	0	0
GB43794	6	4	1	4	4	11	15	4	10	0	16	16	2	3	9	2	10	5	7	17	1	2	0	11	19	1
GB43796	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	2	20	1	0
GB43799	18	12	78	18	15	24	15	12	60	12	34	100	5	18	12	78	18	15	24	18	12	60	12	34	100	3
GB43802	500	614	664	335	411	315	776	260	990	206	621	996	178	500	613	472	351	348	305	761	260	993	208	627	1045	166
GB43803	120	251	444	115	86	53	182	63	281	67	206	337	13	122	251	384	110	131	114	187	63	281	65	205	338	10
GB43805	116	543	806	176	55	509	526	181	959	177	754	877	104	114	520	803	168	68	585	590	188	987	180	749	869	103
GB43806	0	4	4	0	2	0	4	0	0	0	1	2	0	0	4	4	0	2	1	4	0	0	0	0	2	0
GB43812	8	12	57	0	0	22	7	17	26	5	65	17	8	8	12	63	0	0	24	5	17	24	7	65	16	8
