"","ID","GeneID","GenbankID","OtherID"
"1940","rna1939","551031"," Genbank:XM_016913021.2","GB46425"
"1941","rna1940","409718"," Genbank:XM_016913014.2","GB46423"
"1942","rna1941","409718"," Genbank:XM_016913013.2","GB46423"
"1943","rna1942","409718"," Genbank:XM_006570091.3","GB46423"
"1944","rna1943","409718"," Genbank:XM_016913015.2","GB46423"
"1945","rna1944","724625"," Genbank:XM_001119937.5","GB46503"
"1946","rna1945","413000"," Genbank:XM_396451.7","GB46422"
"1947","rna1946","102655469"," Genbank:XM_026445850.1)",""
"1948","rna1947","102655422"," Genbank:XM_026445848.1)",""
"1949","rna1948","113219320"," Genbank:XM_026445869.1)",""
"1950","rna1949","552040"," Genbank:XM_016912986.2","GB46507"
"1951","rna1950","552040"," Genbank:XM_016912994.2","GB46507"
"1952","rna1951","552040"," Genbank:XM_016912998.2","GB46507"
"1953","rna1952","552040"," Genbank:XM_006570093.3","GB46507"
"1954","rna1953","552040"," Genbank:XM_624420.6","GB46507"
"1955","rna1954","113218781"," Genbank:XM_026440831.1)",""
"1956","rna1955","409717"," Genbank:XM_393215.7","GB46509"
"1957","rna1956","409717"," Genbank:XM_006570107.3","GB46509"
"1958","rna1957","409717"," Genbank:XM_006570105.3","GB46509"
"1959","rna1958","409717"," Genbank:XM_006570103.3","GB46509"
"1960","rna1959","409717"," Genbank:XM_006570102.3","GB46509"
"1961","rna1960","409717"," Genbank:XM_006570100.3","GB46509"
"1962","rna1961","409717"," Genbank:XM_006570108.3","GB46509"
"1963","rna1962","409717"," Genbank:XM_016912953.2","GB46509"
"1964","rna1963","409717"," Genbank:XM_006570101.3","GB46509"
"1965","rna1964","409717"," Genbank:XM_006570106.3","GB46509"
"1966","rna1965","552095"," Genbank:XM_624474.6","GB46510"
"1967","rna1966","409258"," Genbank:XM_392780.7","GB46420"
"1968","rna1967","409259"," Genbank:XM_397552.7","GB46511"
"1969","rna1968","409259"," Genbank:XR_411753.3","GB46511"
"1970","rna1969","552166"," Genbank:XM_624545.6","GB46512"
"1971","rna1970","410723"," Genbank:XM_006570110.3","GB46419"
"1972","rna1971","102656191"," Genbank:XR_001706450.2)",""
"1973","rna1972","725190"," Genbank:XM_026441938.1","GB46513"
"1974","rna1973","725190"," Genbank:XM_001121064.5","GB46513"
"1975","rna1974","113218910"," Genbank:XR_003305064.1)",""
"1976","rna1975","113218632"," Genbank:XR_003304346.1)",""
"1977","rna1976","552229"," Genbank:XM_016914831.2","GB46514"
"1978","rna1977","107965163"," Genbank:XM_026444710.1)",""
"1979","rna1978","100576446"," Genbank:XM_006570114.3","GB46516"
"1980","rna1979","100576446"," Genbank:XM_016914817.2","GB46516"
"1981","rna1980","100576446"," Genbank:XM_006570113.3","GB46516"
"1982","rna1981","102656359"," Genbank:XR_001704742.2)",""
"1983","rna1982","102656491"," Genbank:XM_006570115.3)",""
"1984","rna1983","726920"," Genbank:XM_006570116.3","GB46518"
"1985","rna1984","100576473"," Genbank:XM_016914798.2","GB46417"
"1986","rna1985","100576473"," Genbank:XM_003251438.4","GB46417"
"1987","rna1986","102656611"," Genbank:XM_016914792.2)",""
"1988","rna1987","102656640"," Genbank:XM_006570118.3)",""
"1989","rna1988","102656669"," Genbank:XM_006570119.3)",""
"1990","rna1989","102656669"," Genbank:XM_006570120.3)",""
"1991","rna1990","113219275"," Genbank:XR_003306163.1)",""
"1992","rna1991","102656732"," Genbank:XM_006570121.3)",""
"1993","rna1992","100576505"," Genbank:XM_026441617.1","GB46412"
"1994","rna1993","100576505"," Genbank:XM_016917844.2","GB46412"
"1995","rna1994","100576505"," Genbank:XM_026441616.1","GB46412"
"1996","rna1995","100577918"," Genbank:XM_006570122.3","GB46410"
"1997","rna1996","100577918"," Genbank:XM_016915485.2","GB46410"
"1998","rna1997","100576730"," Genbank:XM_003251441.4","GB46409"
"1999","rna1998","107965347"," Genbank:XR_001705202.1)",""
"2000","rna1999","413240"," Genbank:XM_396686.6","GB46408"
"2001","rna2000","413239"," Genbank:XM_396685.7","GB46520"
"2002","rna2001","409739"," Genbank:XM_393236.7","GB46521"
"2003","rna2002","102653708"," Genbank:XR_411772.3)",""
"2004","rna2003","100576586"," Genbank:XM_026446189.1","GB46523"
"2005","rna2004","100576586"," Genbank:XM_026446192.1","GB46523"
"2006","rna2005","100576586"," Genbank:XM_026446190.1","GB46523"
"2007","rna2006","100576586"," Genbank:XM_026446191.1","GB46523"
"2008","rna2007","410718"," Genbank:XM_026445379.1","GB46526"
"2009","rna2008","410718"," Genbank:XM_016913622.2","GB46526"
"2010","rna2009","410718"," Genbank:XM_026445373.1","GB46526"
"2011","rna2010","410718"," Genbank:XM_026445384.1","GB46526"
"2012","rna2011","410718"," Genbank:XM_026445387.1","GB46526"
"2013","rna2012","102654418"," Genbank:XR_411776.3)",""
"2014","rna2013","113219261"," Genbank:XR_003306138.1)",""
"2015","rna2014","113219423"," RFAM:RF00015"," Genbank:XR_003306552.1)"
"2016","rna2015","102654265"," Genbank:XR_001704023.2)",""
"2017","rna2016","113219258"," Genbank:XR_003306134.1)",""
"2018","rna2017","113219258"," Genbank:XR_003306133.1)",""
"2019","rna2018","102653997"," Genbank:XR_003306136.1)",""
"2020","rna2019","102653997"," Genbank:XR_003306135.1)",""
"2021","rna2020","107964845"," Genbank:XM_016913580.2)",""
"2022","rna2021","410719"," Genbank:XR_001703957.2","GB46404"
"2023","rna2022","410719"," Genbank:XM_016913581.2","GB46404"
"2024","rna2023","725489"," Genbank:XM_016917911.2)",""
"2025","rna2024","725489"," Genbank:XM_016917909.2)",""
"2026","rna2025","725489"," Genbank:XM_016917906.2)",""
"2027","rna2026","725489"," Genbank:XM_016917907.2)",""
"2028","rna2027","113219422"," RFAM:RF00012"," Genbank:XR_003306551.1)"
"2029","rna2028","725818"," Genbank:XM_006570141.3","GB46403"
"2030","rna2029","725818"," Genbank:XM_006570142.3","GB46403"
"2031","rna2030","725818"," Genbank:XM_026440327.1","GB46403"
"2032","rna2031","725818"," Genbank:XM_016917940.2","GB46403"
"2033","rna2032","725818"," Genbank:XM_016917939.2","GB46403"
"2034","rna2033","725818"," Genbank:XM_026440343.1","GB46403"
"2035","rna2034","102654797"," Genbank:XR_411779.3)",""
"2036","rna2035","100578389"," Genbank:XM_026440286.1","GB53886"
"2037","rna2036","100578389"," Genbank:XM_026440297.1","GB53886"
"2038","rna2037","100578389"," Genbank:XM_026440264.1","GB53886"
"2039","rna2038","100578389"," Genbank:XM_026440273.1","GB53886"
"2040","rna2039","100578389"," Genbank:XM_026440269.1","GB53886"
"2041","rna2040","100578389"," Genbank:XM_026440267.1","GB53886"
"2042","rna2041","100578389"," Genbank:XM_016917836.2","GB53886"
"2043","rna2042","100578389"," Genbank:XM_026440278.1","GB53886"
"2044","rna2043","107963975"," Genbank:XM_006570574.3)",""
"2045","rna2044","102654405"," Genbank:XM_006570570.3)",""
"2046","rna2045","100578347"," Genbank:XM_003251541.4","GB53888"
"2047","rna2046","724117"," Genbank:XM_016917877.2","GB53885"
"2048","rna2047","102654781"," Genbank:XM_026443038.1)",""
"2049","rna2048","727522"," Genbank:XM_001123230.5","GB43689"
"2050","rna2049","727243"," Genbank:XM_001122953.5","GB51436"
"2051","rna2050","725885"," Genbank:XM_026445792.1","GB52133"
"2052","rna2051","102654266"," Genbank:XR_411914.3)",""
"2053","rna2052","102654367"," Genbank:XR_003306294.1)",""
"2054","rna2053","113219308"," Genbank:XR_003306290.1)",""
"2055","rna2054","100577905"," Genbank:XM_026446171.1","GB50619"
"2056","rna2055","100577905"," Genbank:XM_026446170.1","GB50619"
"2057","rna2056","100577905"," Genbank:XM_026446172.1","GB50619"
"2058","rna2057","724279"," Genbank:XM_026446177.1","GB50631"
"2059","rna2058","724279"," Genbank:XM_026446173.1","GB50631"
"2060","rna2059","724279"," Genbank:XM_026446175.1","GB50631"
"2061","rna2060","724279"," Genbank:XM_026446176.1","GB50631"
"2062","rna2061","724326"," Genbank:XM_001119897.5","GB50620"
"2063","rna2062","412316"," Genbank:XM_016917454.2","GB50630"
"2064","rna2063","411976"," Genbank:XM_624825.6","GB50621"
"2065","rna2064","411976"," Genbank:XM_006572227.3","GB50621"
"2066","rna2065","411976"," Genbank:XM_016917456.2","GB50621"
"2067","rna2066","411976"," Genbank:XM_016917455.2","GB50621"
"2068","rna2067","411976"," Genbank:XM_006572230.3","GB50621"
"2069","rna2068","411976"," Genbank:XM_006572229.3","GB50621"
"2070","rna2069","726238"," Genbank:XM_026446185.1","GB47132"
"2071","rna2070","726238"," Genbank:XM_026446180.1","GB47132"
"2072","rna2071","726238"," Genbank:XM_026446181.1","GB47132"
"2073","rna2072","726238"," Genbank:XM_026446178.1","GB47132"
"2074","rna2073","726238"," Genbank:XM_026446179.1","GB47132"
"2075","rna2074","726238"," Genbank:XM_026446184.1","GB47132"
"2076","rna2075","726238"," Genbank:XM_026446182.1","GB47132"
"2077","rna2076","411781"," Genbank:XM_016917459.2","GB50629"
"2078","rna2077","411781"," Genbank:XM_006572225.3","GB50629"
"2079","rna2078","724534"," Genbank:NM_001242555.1","GB50628"
"2080","rna2079","724534"," Genbank:XM_026441966.1","GB50628"
"2081","rna2080","409298"," Genbank:XM_392816.7","GB50623"
"2082","rna2081","100577753"," Genbank:XM_026446196.1)",""
"2083","rna2082","100577753"," Genbank:XM_026446197.1)",""
"2084","rna2083","100577753"," Genbank:XM_016917460.2)",""
"2085","rna2084","411983"," Genbank:XM_006572216.3","GB50627"
"2086","rna2085","411983"," Genbank:XM_006572213.3","GB50627"
"2087","rna2086","411983"," Genbank:XM_006572215.3","GB50627"
"2088","rna2087","411983"," Genbank:XM_006572214.3","GB50627"
"2089","rna2088","411983"," Genbank:NM_001190920.1","GB50627"
"2090","rna2089","411715"," Genbank:XM_006572217.2","GB50626"
"2091","rna2090","411715"," Genbank:XM_006572218.3","GB50626"
"2092","rna2091","411715"," Genbank:XM_006572221.3","GB50626"
"2093","rna2092","411715"," Genbank:XM_006572222.3","GB50626"
"2094","rna2093","411715"," Genbank:XM_006572220.3","GB50626"
"2095","rna2094","411715"," Genbank:XM_006572219.3","GB50626"
"2096","rna2095","411715"," Genbank:XM_006572223.3","GB50626"
"2097","rna2096","100577872"," Genbank:XM_026446203.1","GB50625"
"2098","rna2097","100577872"," Genbank:XM_026446200.1","GB50625"
"2099","rna2098","100577872"," Genbank:XM_026446201.1","GB50625"
"2100","rna2099","100577872"," Genbank:XM_026446202.1","GB50625"
"2101","rna2100","107964025"," Genbank:XM_026446199.1)",""
"2102","rna2101","107964025"," Genbank:XM_016917495.2)",""
"2103","rna2102","107964025"," Genbank:XM_016917496.2)",""
"2104","rna2103","107964025"," Genbank:XM_016917494.2)",""
"2105","rna2104","104796780"," Genbank:NR_127312.1"," miRBase:MI0020306)"
"2106","rna2105","104796780"," miRBase:MIMAT0023659"," miRBase:MI0020306)"
"2107","rna2106","411626"," Genbank:XM_016917490.2","GB48326"
"2108","rna2107","411626"," Genbank:XM_016917491.2","GB48326"
"2109","rna2108","411626"," Genbank:NM_001278329.1","GB48326"
"2110","rna2109","552719"," Genbank:XM_006572290.3","GB48323"
"2111","rna2110","725527"," Genbank:XM_016917492.2","GB48322"
"2112","rna2111","725527"," Genbank:XM_001121362.5","GB48322"
"2113","rna2112","725527"," Genbank:XM_016917493.2","GB48322"
"2114","rna2113","413631"," Genbank:XM_026444503.1","GB48321"
"2115","rna2114","413631"," Genbank:XM_397073.7","GB48321"
"2116","rna2115","107966041"," Genbank:XR_003305926.1)",""
"2117","rna2116","409138"," Genbank:XM_026444515.1","GB55262"
"2118","rna2117","409138"," Genbank:XM_026444516.1","GB55262"
"2119","rna2118","409138"," Genbank:XM_026444517.1","GB55262"
"2120","rna2119","409138"," Genbank:XM_026444526.1","GB55262"
"2121","rna2120","409138"," Genbank:XM_026444522.1","GB55262"
"2122","rna2121","409138"," Genbank:XM_026444528.1","GB55262"
"2123","rna2122","409138"," Genbank:XM_026444518.1","GB55262"
"2124","rna2123","409138"," Genbank:XM_026444545.1","GB55262"
"2125","rna2124","409138"," Genbank:XM_026444535.1","GB55262"
"2126","rna2125","409138"," Genbank:XM_026444520.1","GB55262"
"2127","rna2126","409138"," Genbank:XM_026444556.1","GB55262"
"2128","rna2127","412436"," Genbank:XM_026444469.1","GB55307"
"2129","rna2128","412436"," Genbank:XM_016916467.2","GB55307"
"2130","rna2129","412436"," Genbank:XM_016916466.2","GB55307"
"2131","rna2130","412436"," Genbank:XM_016916462.2","GB55307"
"2132","rna2131","412436"," Genbank:XM_016916477.2","GB55307"
"2133","rna2132","412436"," Genbank:XM_026444474.1","GB55307"
"2134","rna2133","412436"," Genbank:XM_016916472.2","GB55307"
"2135","rna2134","412436"," Genbank:XM_016916484.2","GB55307"
"2136","rna2135","412436"," Genbank:XM_016916488.2","GB55307"
"2137","rna2136","100576414"," Genbank:NM_001327947.1","GB55263"
"2138","rna2137","411910"," Genbank:XM_006570642.3","GB55264"
"2139","rna2138","102654175"," Genbank:XM_026444567.1)",""
"2140","rna2139","724636"," Genbank:XM_016916499.2","GB55306"
"2141","rna2140","724636"," Genbank:XM_016916497.2","GB55306"
"2142","rna2141","724636"," Genbank:XM_026444563.1","GB55306"
"2143","rna2142","724636"," Genbank:XM_016916503.2","GB55306"
"2144","rna2143","724636"," Genbank:XR_003305924.1","GB55306"
"2145","rna2144","724636"," Genbank:XM_026444564.1","GB55306"
"2146","rna2145","409238"," Genbank:XM_016917880.2","GB55268"
"2147","rna2146","409238"," Genbank:XM_016917881.2","GB55268"
"2148","rna2147","409238"," Genbank:XM_003251548.4","GB55268"
"2149","rna2148","409238"," Genbank:XM_006570634.3","GB55268"
"2150","rna2149","409238"," Genbank:XM_006570635.3","GB55268"
"2151","rna2150","409238"," Genbank:XM_016917882.2","GB55268"
"2152","rna2151","409238"," Genbank:XM_016917883.2","GB55268"
"2153","rna2152","409238"," Genbank:XM_016917884.2","GB55268"
"2154","rna2153","411850"," Genbank:XM_006570623.3","GB55269"
"2155","rna2154","411850"," Genbank:XM_026446107.1","GB55269"
"2156","rna2155","100576230"," Genbank:XR_003306511.1)",""
"2157","rna2156","100576230"," Genbank:XR_003306510.1)",""
"2158","rna2157","100576230"," Genbank:XR_003306512.1)",""
"2159","rna2158","412191"," Genbank:XR_003306509.1","GB55272"
"2160","rna2159","412191"," Genbank:XR_003306507.1","GB55272"
"2161","rna2160","412191"," Genbank:XR_003306508.1","GB55272"
"2162","rna2161","412191"," Genbank:XM_395654.7","GB55272"
"2163","rna2162","100578952"," Genbank:XM_003251546.4","GB55304"
"2164","rna2163","724411"," Genbank:XM_026446108.1","GB55274"
"2165","rna2164","551703"," Genbank:XM_624092.6","GB55275"
"2166","rna2165","551676"," Genbank:XM_006570621.3","GB55303"
"2167","rna2166","551676"," Genbank:XM_006570620.3","GB55303"
"2168","rna2167","551676"," Genbank:XM_016913483.2","GB55303"
"2169","rna2168","551676"," Genbank:XM_006570622.3","GB55303"
"2170","rna2169","551676"," Genbank:XM_624065.6","GB55303"
"2171","rna2170","102656429"," Genbank:XM_016913477.2","GB16100"
"2172","rna2171","102656429"," Genbank:XM_026444854.1","GB16100"
"2173","rna2172","551643"," Genbank:XM_006570577.3","GB55302"
"2174","rna2173","551643"," Genbank:XM_006570578.3","GB55302"
"2175","rna2174","551643"," Genbank:XM_006570576.3","GB55302"
"2176","rna2175","551643"," Genbank:XM_006570579.3","GB55302"
"2177","rna2176","551643"," Genbank:XM_006570580.3","GB55302"
"2178","rna2177","551643"," Genbank:XM_006570581.3","GB55302"
"2179","rna2178","551643"," Genbank:XM_026441801.1","GB55302"
"2180","rna2179","551643"," Genbank:NM_001113739.1","GB55302"
"2181","rna2180","726405"," Genbank:XM_026444851.1","GB55299"
"2182","rna2181","726405"," Genbank:XM_026444847.1","GB55299"
"2183","rna2182","726405"," Genbank:XM_026444848.1","GB55299"
"2184","rna2183","726368"," Genbank:XM_016917876.1","GB55278"
"2185","rna2184","409579"," Genbank:XM_026444148.1","GB55279"
"2186","rna2185","726320"," Genbank:XM_026445073.1","GB55280"
"2187","rna2186","726320"," Genbank:XM_001122067.5","GB55280"
"2188","rna2187","726320"," Genbank:XM_016917946.2","GB55280"
"2189","rna2188","100578782"," Genbank:XM_006570612.3)",""
"2190","rna2189","100578782"," Genbank:XM_003251545.4)",""
"2191","rna2190","100578721"," Genbank:XM_006570611.3","GB55281"
"2192","rna2191","100578721"," Genbank:XM_003251544.4","GB55281"
"2193","rna2192","552091"," Genbank:XM_006570610.3","GB55297"
"2194","rna2193","552091"," Genbank:XM_624469.6","GB55297"
"2195","rna2194","552065"," Genbank:XM_006570609.2","GB55282"
"2196","rna2195","726220"," Genbank:XM_001121977.5","GB55296"
"2197","rna2196","552036"," Genbank:XM_006570603.3","GB55283"
"2198","rna2197","552036"," Genbank:XM_624416.6","GB55283"
"2199","rna2198","113218798"," Genbank:XR_003304732.1)",""
"2200","rna2199","724681"," Genbank:XM_001120572.5","GB55295"
"2201","rna2200","410717"," Genbank:XM_006570602.3","GB55293"
"2202","rna2201","410717"," Genbank:XM_006570585.3","GB55293"
"2203","rna2202","410717"," Genbank:XM_006570589.3","GB55293"
"2204","rna2203","410717"," Genbank:XM_006570586.3","GB55293"
"2205","rna2204","410717"," Genbank:XM_006570590.3","GB55293"
"2206","rna2205","410717"," Genbank:XM_006570588.3","GB55293"
"2207","rna2206","410717"," Genbank:XM_006570587.3","GB55293"
"2208","rna2207","410717"," Genbank:XM_006570584.3","GB55293"
"2209","rna2208","410717"," Genbank:XM_016912934.2","GB55293"
"2210","rna2209","410717"," Genbank:XM_006570596.3","GB55293"
"2211","rna2210","410717"," Genbank:XM_026440998.1","GB55293"
"2212","rna2211","410717"," Genbank:XM_016912913.2","GB55293"
"2213","rna2212","410717"," Genbank:XM_006570592.3","GB55293"
"2214","rna2213","410717"," Genbank:XM_006570591.3","GB55293"
"2215","rna2214","113218805"," Genbank:XR_003304747.1)",""
"2216","rna2215","408589"," Genbank:XM_006570583.3","GB55288"
"2217","rna2216","408589"," Genbank:XM_623178.6","GB55288"
"2218","rna2217","724761"," Genbank:XM_001120658.5","GB55285"
"2219","rna2218","724796"," Genbank:XM_001120698.5","GB55286"
"2220","rna2219","724618"," Genbank:XM_026446249.1","GB55287"
"2221","rna2220","724618"," Genbank:XM_026446248.1","GB55287"
"2222","rna2221","724618"," Genbank:XM_001120512.5","GB55287"
"2223","rna2222","113219402"," Genbank:XR_003306527.1)",""
"2224","rna2223","411474"," Genbank:XM_394949.6","GB47449"
"2225","rna2224","409075"," Genbank:XM_006570699.3","GB47443"
"2226","rna2225","409075"," Genbank:XM_006570698.3","GB47443"
"2227","rna2226","409075"," Genbank:XM_006570702.3","GB47443"
"2228","rna2227","409075"," Genbank:XM_006570700.3","GB47443"
"2229","rna2228","409075"," Genbank:XM_006570703.3","GB47443"
"2230","rna2229","409075"," Genbank:XM_016911843.2","GB47443"
"2231","rna2230","409075"," Genbank:XM_006570704.3","GB47443"
"2232","rna2231","411473"," Genbank:XM_394948.7","GB47450"
"2233","rna2232","409074"," Genbank:XM_392599.7","GB47441"
"2234","rna2233","725421"," Genbank:XM_016915869.2","GB47451"
"2235","rna2234","725421"," Genbank:XM_026439315.1","GB47451"
"2236","rna2235","411472"," Genbank:XM_006570705.1","GB47440"
"2237","rna2236","725068"," Genbank:XM_026439353.1","GB47452"
"2238","rna2237","725068"," Genbank:XM_026439360.1","GB47452"
"2239","rna2238","725068"," Genbank:XM_026439366.1","GB47452"
"2240","rna2239","725068"," Genbank:XM_026439373.1","GB47452"
"2241","rna2240","725068"," Genbank:XM_026439342.1","GB47452"
"2242","rna2241","725068"," Genbank:XM_026439357.1","GB47452"
"2243","rna2242","725068"," Genbank:XM_026439363.1","GB47452"
"2244","rna2243","725068"," Genbank:XM_026439368.1","GB47452"
"2245","rna2244","725068"," Genbank:XM_026439350.1","GB47452"
"2246","rna2245","725068"," Genbank:XM_026439369.1","GB47452"
"2247","rna2246","412081"," Genbank:XM_006570711.3","GB47438"
"2248","rna2247","412081"," Genbank:XM_006570713.3","GB47438"
"2249","rna2248","412081"," Genbank:XM_006570709.3","GB47438"
"2250","rna2249","412081"," Genbank:XM_026446272.1","GB47438"
"2251","rna2250","412081"," Genbank:XM_006570712.3","GB47438"
"2252","rna2251","412081"," Genbank:XM_016915923.2","GB47438"
"2253","rna2252","412081"," Genbank:XM_006570710.3","GB47438"
"2254","rna2253","726218"," Genbank:XM_026446273.1","GB47436"
"2255","rna2254","413374"," Genbank:XM_396819.7","GB47454"
"2256","rna2255","726172"," Genbank:XM_016915939.2","GB47455"
"2257","rna2256","726172"," Genbank:XM_006570714.3","GB47455"
"2258","rna2257","726172"," Genbank:XM_016915940.2","GB47455"
"2259","rna2258","412918"," Genbank:XM_026442875.1","GB47457"
"2260","rna2259","412918"," Genbank:XM_026442881.1","GB47457"
"2261","rna2260","412918"," Genbank:XM_026442877.1","GB47457"
"2262","rna2261","412918"," Genbank:XM_026442874.1","GB47457"
"2263","rna2262","726113"," Genbank:XM_001121879.5","GB47458"
"2264","rna2263","411995"," Genbank:XM_016914985.2","GB47435"
"2265","rna2264","411995"," Genbank:XM_006570716.3","GB47435"
"2266","rna2265","411995"," Genbank:XM_006570715.3","GB47435"
"2267","rna2266","411996"," Genbank:XM_026442023.1","GB47459"
"2268","rna2267","552186"," Genbank:XM_624564.5","GB47460"
"2269","rna2268","552186"," Genbank:XM_006570718.2","GB47460"
"2270","rna2269","100578370"," Genbank:XM_003251592.4","GB47461"
"2271","rna2270","725028"," Genbank:XM_001120930.5","GB47434"
"2272","rna2271","409832"," Genbank:XM_393322.7","GB47433"
"2273","rna2272","413228"," Genbank:XM_624472.6","GB47432"
"2274","rna2273","409911"," Genbank:XM_623279.6","GB47462"
"2275","rna2274","409910"," Genbank:XM_016911392.2","GB47431"
"2276","rna2275","409910"," Genbank:XM_016911393.2","GB47431"
"2277","rna2276","409910"," Genbank:XM_016911386.2","GB47431"
"2278","rna2277","409910"," Genbank:XM_016911389.2","GB47431"
"2279","rna2278","409910"," Genbank:XM_026440715.1","GB47431"
"2280","rna2279","409910"," Genbank:XM_016911394.2","GB47431"
"2281","rna2280","409910"," Genbank:XM_016911385.2","GB47431"
"2282","rna2281","409909"," Genbank:XM_016911371.2","GB47430"
"2283","rna2282","409909"," Genbank:XM_006570726.3","GB47430"
"2284","rna2283","409909"," Genbank:XM_006570727.3","GB47430"
"2285","rna2284","409909"," Genbank:XM_016911382.2","GB47430"
"2286","rna2285","100577521"," Genbank:XM_026440740.1","GB47429"
"2287","rna2286","411704"," Genbank:XM_395172.6","GB47463"
"2288","rna2287","411705"," Genbank:XM_395173.7","GB47428"
"2289","rna2288","552264"," Genbank:XM_624640.6","GB47427"
"2290","rna2289","100578901"," Genbank:XM_006570729.3)",""
"2291","rna2290","102655679"," Genbank:XM_006570730.2)",""
"2292","rna2291","552243"," Genbank:XM_006570734.3","GB47425"
"2293","rna2292","552243"," Genbank:XM_006570732.3","GB47425"
"2294","rna2293","552243"," Genbank:XM_006570735.3","GB47425"
"2295","rna2294","552243"," Genbank:XM_006570733.3","GB47425"
"2296","rna2295","552243"," Genbank:XM_006570731.3","GB47425"
"2297","rna2296","552243"," Genbank:XM_006570749.3","GB47425"
"2298","rna2297","552243"," Genbank:XM_006570748.3","GB47425"
"2299","rna2298","552243"," Genbank:XM_016911299.2","GB47425"
"2300","rna2299","552243"," Genbank:XM_006570751.3","GB47425"
"2301","rna2300","552243"," Genbank:XM_006570744.3","GB47425"
"2302","rna2301","552243"," Genbank:XM_006570742.3","GB47425"
"2303","rna2302","552243"," Genbank:XM_006570741.3","GB47425"
"2304","rna2303","552243"," Genbank:XM_006570740.3","GB47425"
"2305","rna2304","552243"," Genbank:XM_006570738.3","GB47425"
"2306","rna2305","552243"," Genbank:XM_006570737.3","GB47425"
"2307","rna2306","552243"," Genbank:XM_016911283.2","GB47425"
"2308","rna2307","552243"," Genbank:XM_026440810.1","GB47425"
"2309","rna2308","552243"," Genbank:XM_016911289.2","GB47425"
"2310","rna2309","552243"," Genbank:XM_026440801.1","GB47425"
"2311","rna2310","552243"," Genbank:XM_016911302.2","GB47425"
"2312","rna2311","552221"," Genbank:XM_006570752.3","GB47466"
"2313","rna2312","552221"," Genbank:XM_006570757.3","GB47466"
"2314","rna2313","552221"," Genbank:XM_006570753.3","GB47466"
"2315","rna2314","552221"," Genbank:XM_006570754.3","GB47466"
"2316","rna2315","552221"," Genbank:XM_006570755.3","GB47466"
"2317","rna2316","552221"," Genbank:XM_003251597.4","GB47466"
"2318","rna2317","552221"," Genbank:XM_006570756.3","GB47466"
"2319","rna2318","552221"," Genbank:XM_006570758.3","GB47466"
"2320","rna2319","552221"," Genbank:XM_016911317.2","GB47466"
"2321","rna2320","552221"," Genbank:XM_006570759.3","GB47466"
"2322","rna2321","552221"," Genbank:XM_006570760.3","GB47466"
"2323","rna2322","552221"," Genbank:XM_006570762.3","GB47466"
"2324","rna2323","552221"," Genbank:XM_006570763.3","GB47466"
"2325","rna2324","552221"," Genbank:XM_006570761.3","GB47466"
"2326","rna2325","725819"," Genbank:XM_026443628.1","GB47423"
"2327","rna2326","725819"," Genbank:XM_026443649.1","GB47423"
"2328","rna2327","409193"," Genbank:XM_026446117.1","GB47422"
"2329","rna2328","409193"," Genbank:XM_026446121.1","GB47422"
"2330","rna2329","409193"," Genbank:XM_026446116.1","GB47422"
"2331","rna2330","409193"," Genbank:XM_026446119.1","GB47422"
"2332","rna2331","409193"," Genbank:XM_026446118.1","GB47422"
"2333","rna2332","409193"," Genbank:XM_026446120.1","GB47422"
"2334","rna2333","409193"," Genbank:XM_026446114.1","GB47422"
"2335","rna2334","409193"," Genbank:XM_026446115.1","GB47422"
"2336","rna2335","113219399"," Genbank:XR_003306513.1)",""
"2337","rna2336","725946"," Genbank:XM_026446122.1","GB47468"
"2338","rna2337","413650"," Genbank:XM_397092.6","GB47420"
"2339","rna2338","413649"," Genbank:XM_006570780.3","GB47469"
"2340","rna2339","410009"," Genbank:XM_026440870.1","GB47470"
"2341","rna2340","410009"," Genbank:XM_026440868.1","GB47470"
"2342","rna2341","100576231"," Genbank:XM_026446278.1)",""
"2343","rna2342","113219408"," Genbank:XM_026446283.1)",""
"2344","rna2343","552032"," Genbank:XM_016917545.2","GB47419"
"2345","rna2344","552032"," Genbank:XM_026439469.1","GB47419"
"2346","rna2345","552032"," Genbank:XM_006570782.1","GB47419"
"2347","rna2346","552032"," Genbank:XM_624412.4","GB47419"
"2348","rna2347","552032"," Genbank:XM_003251564.4","GB47419"
"2349","rna2348","409282"," Genbank:XM_026439455.1","GB47418"
"2350","rna2349","409282"," Genbank:XM_006570781.3","GB47418"
"2351","rna2350","551978"," Genbank:XM_624361.6","GB47472"
"2352","rna2351","107964283"," Genbank:XR_001702703.2)",""
"2353","rna2352","412117"," Genbank:XM_016911658.2","GB47417"
"2354","rna2353","412117"," Genbank:XM_016911665.2","GB47417"
"2355","rna2354","412117"," Genbank:XM_006570785.3","GB47417"
"2356","rna2355","412117"," Genbank:XM_006570786.3","GB47417"
"2357","rna2356","726115"," Genbank:XM_026440036.1","GB47474"
"2358","rna2357","726115"," Genbank:XM_026440037.1","GB47474"
"2359","rna2358","726115"," Genbank:XM_006570784.3","GB47474"
"2360","rna2359","412197"," Genbank:XM_395659.6","GB47475"
"2361","rna2360","412196"," Genbank:XM_395658.7","GB47415"
"2362","rna2361","100578255"," Genbank:XM_026444403.1","GB47476"
"2363","rna2362","100578255"," Genbank:XM_006570787.3","GB47476"
"2364","rna2363","726325"," Genbank:XM_016911569.2","GB47414"
"2365","rna2364","726325"," Genbank:XM_026445084.1","GB47414"
