"","ID","GeneID","GenbankID","OtherID"
"1","rna0","551580"," Genbank:XM_623972.6","GB42195"
"2","rna1","551580"," Genbank:XR_001705491.2","GB42195"
"3","rna2","551580"," Genbank:XR_001705490.2","GB42195"
"4","rna3","551555"," Genbank:XM_006557405.3","GB42138"
"5","rna4","551555"," Genbank:XM_006557404.3","GB42138"
"6","rna5","551555"," Genbank:XM_623949.6","GB42138"
"7","rna6","551555"," Genbank:XM_006557406.3","GB42138"
"8","rna7","726347"," Genbank:XM_026446303.1","GB42194"
"9","rna8","409940"," Genbank:XM_026439913.1","GB42139"
"10","rna9","409940"," Genbank:NM_001242554.1","GB42139"
"11","rna10","726145"," Genbank:XM_016917677.1","GB42193"
"12","rna11","726145"," Genbank:XM_016917679.2","GB42193"
"13","rna12","551448"," Genbank:XM_016917662.2","GB42140"
"14","rna13","551448"," Genbank:XM_026440071.1","GB42140"
"15","rna14","551448"," Genbank:XM_016917667.2","GB42140"
"16","rna15","551448"," Genbank:XM_006557400.3","GB42140"
"17","rna16","551448"," Genbank:XM_016917672.2","GB42140"
"18","rna17","410665"," Genbank:XM_394142.7","GB42192"
"19","rna18","408567"," Genbank:XM_392111.7","GB42141"
"20","rna19","107964061"," Genbank:XM_016910851.2)",""
"21","rna20","107964061"," Genbank:XM_016910856.2)",""
"22","rna21","107964068"," Genbank:XR_001702207.2)",""
"23","rna22","113219112"," Genbank:XM_026443867.1)",""
"24","rna23","726450"," Genbank:XM_006557392.2","GB42142"
"25","rna24","107964063"," Genbank:XR_001702201.2)",""
"26","rna25","113219111"," Genbank:XM_026443863.1)",""
"27","rna26","410664"," Genbank:XM_006557389.3","GB42190"
"28","rna27","410664"," Genbank:XM_026443894.1","GB42190"
"29","rna28","410664"," Genbank:XM_394141.4","GB42190"
"30","rna29","410664"," Genbank:XM_006557388.1","GB42190"
"31","rna30","408565"," Genbank:XM_006557391.3","GB42143"
"32","rna31","408565"," Genbank:XM_392109.6","GB42143"
"33","rna32","408565"," Genbank:XM_016910832.2","GB42143"
"34","rna33","410663"," Genbank:XM_006557387.3","GB42189"
"35","rna34","410663"," Genbank:XM_394140.7","GB42189"
"36","rna35","113219398"," Genbank:XM_026446104.1)",""
"37","rna36","726544"," Genbank:XM_016910793.2","GB42188"
"38","rna37","726544"," Genbank:XM_006557376.3","GB42188"
"39","rna38","726544"," Genbank:XM_016910803.2","GB42188"
"40","rna39","726544"," Genbank:XM_006557380.3","GB42188"
"41","rna40","726544"," Genbank:XM_006557381.3","GB42188"
"42","rna41","726544"," Genbank:XM_001122271.5","GB42188"
"43","rna42","726544"," Genbank:XM_006557386.3","GB42188"
"44","rna43","726544"," Genbank:XM_006557383.3","GB42188"
"45","rna44","726544"," Genbank:XM_006557382.3","GB42188"
"46","rna45","726544"," Genbank:XM_006557384.3","GB42188"
"47","rna46","726544"," Genbank:XM_006557379.3","GB42188"
"48","rna47","726544"," Genbank:XM_006557385.3","GB42188"
"49","rna48","726544"," Genbank:XM_016910810.2","GB42188"
"50","rna49","732506"," Genbank:NR_031523.1"," miRBase:MI0001590)"
"51","rna50","732506"," miRBase:MIMAT0001485"," miRBase:MI0001590)"
"52","rna51","732505"," Genbank:NR_031522.1"," miRBase:MI0001589)"
"53","rna52","732505"," miRBase:MIMAT0001485"," miRBase:MI0001589)"
"54","rna53","104796173"," Genbank:NR_127369.1"," miRBase:MI0031814)"
"55","rna54","104796173"," miRBase:MIMAT0037292"," miRBase:MI0031814)"
"56","rna55","100315690"," Genbank:NR_034307.1"," miRBase:MI0010609)"
"57","rna56","100315690"," miRBase:MIMAT0010114"," miRBase:MI0010609)"
"58","rna57","100315660"," Genbank:NR_034285.1"," miRBase:MI0005730)"
"59","rna58","100315660"," miRBase:MIMAT0004422"," miRBase:MI0005730)"
"60","rna59","100315662"," Genbank:NR_034287.1"," miRBase:MI0005732)"
"61","rna60","100315662"," miRBase:MIMAT0001485"," miRBase:MI0005732)"
"62","rna61","100315669"," Genbank:NR_034296.1"," miRBase:MI0005741)"
"63","rna62","100315669"," miRBase:MIMAT0004432"," miRBase:MI0005741)"
"64","rna63","410772"," Genbank:XR_003305810.1","GB42186"
"65","rna64","410772"," Genbank:XM_026444102.1","GB42186"
"66","rna65","410772"," Genbank:XM_394248.6","GB42186"
"67","rna66","551203"," Genbank:XM_026446225.1","GB42145"
"68","rna67","551203"," Genbank:XM_026446229.1","GB42145"
"69","rna68","551203"," Genbank:XM_026446228.1","GB42145"
"70","rna69","551203"," Genbank:XM_026446230.1","GB42145"
"71","rna70","551203"," Genbank:XM_026446227.1","GB42145"
"72","rna71","551203"," Genbank:XM_026446232.1","GB42145"
"73","rna72","551203"," Genbank:XM_026446234.1","GB42145"
"74","rna73","551203"," Genbank:XM_026446237.1","GB42145"
"75","rna74","551203"," Genbank:XM_026446226.1","GB42145"
"76","rna75","551203"," Genbank:XM_026446233.1","GB42145"
"77","rna76","551203"," Genbank:XM_026446235.1","GB42145"
"78","rna77","551203"," Genbank:XM_026446236.1","GB42145"
"79","rna78","551203"," Genbank:XM_026446231.1","GB42145"
"80","rna79","100578621"," Genbank:XM_026446241.1","GB42184"
"81","rna80","100578621"," Genbank:XM_026446239.1","GB42184"
"82","rna81","100578621"," Genbank:XM_016910677.2","GB42184"
"83","rna82","100578621"," Genbank:XM_026446240.1","GB42184"
"84","rna83","100578621"," Genbank:XM_026446242.1","GB42184"
"85","rna84","726446"," Genbank:XM_001120565.5)",""
"86","rna85","100578600"," Genbank:XM_003249064.4","GB42183"
"87","rna86","410771"," Genbank:XM_016918148.2","GB42150"
"88","rna87","410771"," Genbank:XM_016918144.2","GB42150"
"89","rna88","410771"," Genbank:XM_006557369.3","GB42150"
"90","rna89","410771"," Genbank:XM_016918147.2","GB42150"
"91","rna90","410771"," Genbank:XM_006557372.3","GB42150"
"92","rna91","100578571"," Genbank:XM_016910683.2","GB42182"
"93","rna92","100629100"," Genbank:NR_039462.1"," miRBase:MI0016172)"
"94","rna93","100629100"," miRBase:MIMAT0018542"," miRBase:MI0016172)"
"95","rna94","102654047"," Genbank:XM_006557374.3)",""
"96","rna95","100577692"," Genbank:XM_026441502.1","GB42180"
"97","rna96","100577692"," Genbank:XR_001706010.2","GB42180"
"98","rna97","100577692"," Genbank:XR_001706008.2","GB42180"
"99","rna98","100577692"," Genbank:XR_003304966.1","GB42180"
"100","rna99","107965716"," Genbank:XR_001706027.2)",""
"101","rna100","410769"," Genbank:XM_394245.6","GB42152"
"102","rna101","410769"," Genbank:XM_016916693.2","GB42152"
"103","rna102","100216325"," Genbank:NM_001141964.1)",""
"104","rna103","113219286"," Genbank:XR_003306183.1)",""
"105","rna104","100578334"," Genbank:XM_003249062.4","GB42177"
"106","rna105","726756"," Genbank:XR_407471.3","GB42155"
"107","rna106","726756"," Genbank:XM_001122476.5","GB42155"
"108","rna107","410767"," Genbank:XR_407453.3","GB42156"
"109","rna108","410767"," Genbank:NM_001204751.1","GB42156"
"110","rna109","100629079"," Genbank:NR_039460.1"," miRBase:MI0016170)"
"111","rna110","100629079"," miRBase:MIMAT0018540"," miRBase:MI0016170)"
"112","rna111","726609"," Genbank:XM_006557359.3","GB11203"
"113","rna112","726609"," Genbank:XM_016914916.2","GB11203"
"114","rna113","726609"," Genbank:XM_006557358.3","GB11203"
"115","rna114","726788"," Genbank:XM_001122509.5","GB42173"
"116","rna115","100578031"," Genbank:XM_006557357.3","GB42172"
"117","rna116","100578031"," Genbank:XM_016917835.2","GB42172"
"118","rna117","100578031"," Genbank:XM_026441961.1","GB42172"
"119","rna118","100578031"," Genbank:XM_016917834.2","GB42172"
"120","rna119","107966044"," Genbank:XR_001706436.2)",""
"121","rna120","410766"," Genbank:XM_006557355.2","GB42159"
"122","rna121","410766"," Genbank:XM_006557354.2","GB42159"
"123","rna122","410766"," Genbank:XM_026446332.1","GB42159"
"124","rna123","551646"," Genbank:XM_026446257.1","GB42170"
"125","rna124","107966077","",""
"126","rna125","113219417"," Genbank:XM_026446333.1)",""
"127","rna126","113219404"," Genbank:XM_026446258.1)",""
"128","rna127","551678"," Genbank:XM_006557352.3","GB42168"
"129","rna128","551678"," Genbank:XM_624067.5","GB42168"
"130","rna129","107966076","",""
"131","rna130","726886"," Genbank:XM_026439854.1)",""
"132","rna131","100577848"," Genbank:XR_407459.3)",""
"133","rna132","113219278"," Genbank:XR_003306169.1)",""
"134","rna133","408626"," Genbank:XM_006557350.3","GB42161"
"135","rna134","408626"," Genbank:XM_006557351.3","GB42161"
"136","rna135","408626"," Genbank:XM_016917789.2","GB42161"
"137","rna136","408626"," Genbank:XM_016917790.2","GB42161"
"138","rna137","102655614"," Genbank:XR_407457.3)",""
"139","rna138","726912"," Genbank:XM_016917650.2","GB42164"
"140","rna139","726912"," Genbank:XM_026440446.1","GB42164"
"141","rna140","100628995"," Genbank:NR_039432.1"," miRBase:MI0016140)"
"142","rna141","100628995"," miRBase:MIMAT0018510"," miRBase:MI0016140)"
"143","rna142","100629094"," Genbank:NR_039430.1"," miRBase:MI0016138)"
"144","rna143","100629094"," miRBase:MIMAT0018508"," miRBase:MI0016138)"
"145","rna144","102655442"," Genbank:XR_003304627.1)",""
"146","rna145","102655442"," Genbank:XR_407455.3)",""
"147","rna146","107965930"," Genbank:XR_003304626.1)",""
"148","rna147","113219285"," Genbank:XR_003306182.1)",""
"149","rna148","100576602"," Genbank:XR_003306485.1)",""
"150","rna149","100576602"," Genbank:XR_003306483.1)",""
"151","rna150","100576602"," Genbank:XR_003306479.1)",""
"152","rna151","100576602"," Genbank:XR_407901.3)",""
"153","rna152","100576602"," Genbank:XR_003306482.1)",""
"154","rna153","100576602"," Genbank:XR_003306484.1)",""
"155","rna154","100576602"," Genbank:XR_003306480.1)",""
"156","rna155","100576602"," Genbank:XR_001702155.2)",""
"157","rna156","100576602"," Genbank:XR_003306481.1)",""
"158","rna157","113218530"," Genbank:XM_026446031.1)",""
"159","rna158","100576537"," Genbank:XR_407902.3","GB47705"
"160","rna159","100576700"," Genbank:XM_006558554.3","GB47718"
"161","rna160","100576700"," Genbank:XM_026446034.1","GB47718"
"162","rna161","100576700"," Genbank:XM_006558552.3","GB47718"
"163","rna162","100576700"," Genbank:XM_026446033.1","GB47718"
"164","rna163","107966080","",""
"165","rna164","113219393"," Genbank:XR_003306491.1)",""
"166","rna165","102653619"," Genbank:XR_003306490.1)",""
"167","rna166","102653619"," Genbank:XR_003306488.1)",""
"168","rna167","102653619"," Genbank:XR_003306487.1)",""
"169","rna168","102653619"," Genbank:XR_003306489.1)",""
"170","rna169","102653619"," Genbank:XR_001702156.2)",""
"171","rna170","102653619"," Genbank:XR_003306486.1)",""
"172","rna171","107963981"," Genbank:XR_001702158.2)",""
"173","rna172","724948"," Genbank:XM_026446035.1","GB47719"
"174","rna173","724948"," Genbank:XM_006558620.3","GB47719"
"175","rna174","100576789"," Genbank:XM_003249303.4","GB47720"
"176","rna175","100576789"," Genbank:XM_026446036.1","GB47720"
"177","rna176","113219394"," Genbank:XM_026446039.1)",""
"178","rna177","113219394"," Genbank:XM_026446038.1)",""
"179","rna178","113219394"," Genbank:XM_026446043.1)",""
"180","rna179","113219394"," Genbank:XM_026446037.1)",""
"181","rna180","113219394"," Genbank:XR_003306492.1)",""
"182","rna181","113219394"," Genbank:XM_026446045.1)",""
"183","rna182","113219394"," Genbank:XM_026446047.1)",""
"184","rna183","113219394"," Genbank:XM_026446041.1)",""
"185","rna184","113219394"," Genbank:XM_026446046.1)",""
"186","rna185","113219394"," Genbank:XM_026446042.1)",""
"187","rna186","113219394"," Genbank:XM_026446044.1)",""
"188","rna187","113219394"," Genbank:XM_026446040.1)",""
"189","rna188","100576820"," Genbank:XM_026446049.1","GB47721"
"190","rna189","724874"," Genbank:XM_003249306.4","GB47723"
"191","rna190","724874"," Genbank:XM_006558561.3","GB47723"
"192","rna191","724874"," Genbank:XM_016910716.2","GB47723"
"193","rna192","724874"," Genbank:XM_026446048.1","GB47723"
"194","rna193","751098"," Genbank:XM_026442989.1","GB47694"
"195","rna194","751098"," Genbank:XM_026442949.1","GB47694"
"196","rna195","751098"," Genbank:XM_026442921.1","GB47694"
"197","rna196","751098"," Genbank:XM_026442862.1","GB47694"
"198","rna197","751098"," Genbank:NM_001077823.2","GB47694"
"199","rna198","113219395"," Genbank:XM_026446050.1)",""
"200","rna199","410763"," Genbank:XM_006558574.3","GB47689"
"201","rna200","100576088"," Genbank:XM_026446259.1","GB47724"
"202","rna201","410765"," Genbank:XM_003249309.4","GB47725"
"203","rna202","113219396"," Genbank:XM_026446051.1)",""
"204","rna203","408625"," Genbank:XM_026446052.1","GB47687"
"205","rna204","113218523"," Genbank:XM_006558575.3)",""
"206","rna205","102654759"," Genbank:XR_407921.3)",""
"207","rna206","102654759"," Genbank:XR_003305921.1)",""
"208","rna207","113219182"," Genbank:XR_003305923.1)",""
"209","rna208","724679"," Genbank:XM_026444468.1","GB47727"
"210","rna209","102654998"," Genbank:XR_001703024.2)",""
"211","rna210","102654998"," Genbank:XR_003306529.1)",""
"212","rna211","102654998"," Genbank:XR_003306531.1)",""
"213","rna212","102654998"," Genbank:XR_001703023.2)",""
"214","rna213","409327"," Genbank:XM_397559.7","GB47728"
"215","rna214","409327"," Genbank:XM_026446238.1","GB47728"
"216","rna215","409327"," Genbank:XM_026446243.1","GB47728"
"217","rna216","409327"," Genbank:XM_006558576.3","GB47728"
"218","rna217","409327"," Genbank:XM_006558577.3","GB47728"
"219","rna218","113219405"," Genbank:XR_003306535.1)",""
"220","rna219","113219405"," Genbank:XR_003306532.1)",""
"221","rna220","724537"," Genbank:XM_001120426.5","GB47732"
"222","rna221","724537"," Genbank:XM_016912272.2","GB47732"
"223","rna222","102655107"," Genbank:XM_006558578.3)",""
"224","rna223","409620"," Genbank:XM_026439223.1","GB47683"
"225","rna224","409620"," Genbank:XM_026439220.1","GB47683"
"226","rna225","100577325"," Genbank:XM_003249312.4","GB47734"
"227","rna226","100577325"," Genbank:XM_003249313.4","GB47734"
"228","rna227","113219401"," Genbank:XR_003306523.1)",""
"229","rna228","551204"," Genbank:XM_623599.6","GB47735"
"230","rna229","724372"," Genbank:XM_006558582.3)",""
"231","rna230","724372"," Genbank:XM_006558581.3)",""
"232","rna231","725343"," Genbank:XM_026446194.1","GB47736"
"233","rna232","725306"," Genbank:XM_006558584.3","GB47680"
"234","rna233","725306"," Genbank:XM_006558583.3","GB47680"
"235","rna234","409930"," Genbank:XM_393421.5","GB47679"
"236","rna235","409931"," Genbank:XM_016912185.2","GB47678"
"237","rna236","409931"," Genbank:XM_393422.7","GB47678"
"238","rna237","107964458"," Genbank:XR_001702974.2)",""
"239","rna238","100578066"," Genbank:XM_006558591.3)",""
"240","rna239","100578066"," Genbank:XM_006558590.3)",""
"241","rna240","100578066"," Genbank:XM_006558588.3)",""
"242","rna241","100578066"," Genbank:XM_026444753.1)",""
"243","rna242","100578066"," Genbank:XM_006558587.3)",""
"244","rna243","100578066"," Genbank:XM_006558593.3)",""
"245","rna244","100578066"," Genbank:XM_026444772.1)",""
"246","rna245","107964442"," Genbank:XR_003305983.1)",""
"247","rna246","113219207"," Genbank:XR_003305979.1)",""
"248","rna247","113219207"," Genbank:XR_003305978.1)",""
"249","rna248","113219214"," Genbank:XR_003305995.1)",""
"250","rna249","113219214"," Genbank:XR_003305996.1)",""
"251","rna250","411665"," Genbank:XM_006558585.3","GB47675"
"252","rna251","411665"," Genbank:XM_395133.6","GB47675"
"253","rna252","411665"," Genbank:XM_006558586.3","GB47675"
"254","rna253","411665"," Genbank:XM_016912197.2","GB47675"
"255","rna254","102655805"," Genbank:XR_407947.3)",""
"256","rna255","102655775"," Genbank:XR_003305999.1)",""
"257","rna256","102655747"," Genbank:XR_407945.3)",""
"258","rna257","102655720"," Genbank:XR_001702958.2)",""
"259","rna258","102655652"," Genbank:XR_003305988.1)",""
"260","rna259","102655652"," Genbank:XR_001702946.2)",""
"261","rna260","102655652"," Genbank:XR_407941.3)",""
"262","rna261","100578187"," Genbank:XR_001702932.2)",""
"263","rna262","102656449"," Genbank:XR_003305896.1)",""
"264","rna263","725041"," Genbank:XM_001120937.5","GB47740"
"265","rna264","100578245"," Genbank:XM_006558598.3","GB47670"
"266","rna265","100578245"," Genbank:XM_006558597.3","GB47670"
"267","rna266","100578245"," Genbank:XM_003249288.4","GB47670"
"268","rna267","100578245"," Genbank:XM_006558596.3","GB47670"
"269","rna268","409852"," Genbank:XM_393342.7","GB47669"
"270","rna269","107966075","",""
"271","rna270","102656644"," Genbank:XR_003304345.1)",""
"272","rna271","102656644"," Genbank:XR_003304344.1)",""
"273","rna272","102656644"," Genbank:XR_003304339.1)",""
"274","rna273","102654804"," Genbank:XM_006558622.3)",""
"275","rna274","413835"," Genbank:XR_001706444.2","GB47741"
"276","rna275","413835"," Genbank:XR_001706445.2","GB47741"
"277","rna276","413835"," Genbank:XM_397274.7","GB47741"
"278","rna277","413835"," Genbank:XM_003249289.4","GB47741"
"279","rna278","413835"," Genbank:XR_001706446.2","GB47741"
"280","rna279","413835"," Genbank:XM_006558601.3","GB47741"
"281","rna280","413834"," Genbank:XM_016917618.2","GB47743"
"282","rna281","413834"," Genbank:XM_026446280.1","GB47743"
"283","rna282","413834"," Genbank:XM_006558603.3","GB47743"
"284","rna283","413834"," Genbank:XM_397273.7","GB47743"
"285","rna284","113219407"," Genbank:XM_026446281.1)",""
"286","rna285","409999"," Genbank:XM_006558606.3","GB47668"
"287","rna286","409999"," Genbank:XM_393487.7","GB47668"
"288","rna287","727331"," Genbank:XM_026446282.1","GB47744"
"289","rna288","412118"," Genbank:XM_395584.7","GB47667"
"290","rna289","726902"," Genbank:XM_001121025.5","GB47745"
"291","rna290","552064"," Genbank:XM_624443.4","GB47746"
"292","rna291","552064"," Genbank:XM_006558608.3","GB47746"
"293","rna292","409479"," Genbank:XM_006558609.2","GB47747"
"294","rna293","413609"," Genbank:NM_001214904.1","GB47748"
"295","rna294","413609"," Genbank:XM_026440906.1","GB47748"
"296","rna295","413609"," Genbank:XM_026440876.1","GB47748"
"297","rna296","552163"," Genbank:XM_006558610.3","GB47666"
"298","rna297","552163"," Genbank:XM_016917865.2","GB47666"
"299","rna298","552163"," Genbank:XM_016917864.2","GB47666"
"300","rna299","727019"," Genbank:XM_006558611.3","GB47663"
"301","rna300","100578696"," Genbank:XM_006558613.3","GB47749"
"302","rna301","100578696"," Genbank:XM_016917798.2","GB47749"
"303","rna302","412925"," Genbank:XM_396376.7","GB47662"
"304","rna303","411675"," Genbank:XM_395143.7","GB47751"
"305","rna304","411675"," Genbank:XM_016917921.2","GB47751"
"306","rna305","411808"," Genbank:XM_006558616.3","GB47661"
"307","rna306","725638"," Genbank:XM_001121467.5","GB50350"
"308","rna307","724901"," Genbank:XM_006559838.3","GB50348"
"309","rna308","724901"," Genbank:XM_001119959.5","GB50348"
"310","rna309","551574"," Genbank:XM_006559839.3","GB50347"
"311","rna310","551574"," Genbank:XM_026442212.1","GB50347"
"312","rna311","412610"," Genbank:XM_026442190.1","GB50352"
"313","rna312","412610"," Genbank:XM_026442197.1","GB50352"
"314","rna313","413784"," Genbank:XM_026445497.1","GB50353"
"315","rna314","102655618"," Genbank:XM_026445525.1)",""
"316","rna315","412473"," Genbank:XM_395930.6","GB50355"
"317","rna316","550706"," Genbank:XM_006559845.3","GB50345"
"318","rna317","550706"," Genbank:XM_006559844.3","GB50345"
"319","rna318","550706"," Genbank:XM_006559842.3","GB50345"
"320","rna319","550706"," Genbank:XM_006559843.3","GB50345"
"321","rna320","725378"," Genbank:XM_003249533.3","GB14943"
"322","rna321","727422"," Genbank:XM_026442619.1","GB50344"
"323","rna322","727422"," Genbank:XM_026442641.1","GB50344"
"324","rna323","727422"," Genbank:NM_001242556.1","GB50344"
"325","rna324","725884"," Genbank:XM_001120364.5","GB50356"
"326","rna325","113219419"," RFAM:RF00535"," Genbank:XR_003306548.1)"
"327","rna326","550716"," Genbank:XM_623108.6","GB50357"
"328","rna327","727419"," Genbank:XM_001123127.5","GB50343"
"329","rna328","408624"," Genbank:XM_006559846.3","GB50359"
"330","rna329","408624"," Genbank:XM_006559848.3","GB50359"
"331","rna330","408624"," Genbank:XM_392165.7","GB50359"
"332","rna331","408624"," Genbank:XM_006559849.2","GB50359"
"333","rna332","408624"," Genbank:XM_006559847.3","GB50359"
"334","rna333","551279"," Genbank:XM_006559851.3","GB50360"
"335","rna334","724238"," Genbank:XM_016911229.2","GB50342"
"336","rna335","724238"," Genbank:XM_006559854.3","GB50342"
"337","rna336","724238"," Genbank:XM_016911215.2","GB50342"
"338","rna337","724238"," Genbank:XM_016911217.2","GB50342"
"339","rna338","724238"," Genbank:XM_016911237.2","GB50342"
"340","rna339","107964165"," Genbank:XR_001702381.2)",""
"341","rna340","100576540"," Genbank:XM_006559852.3","GB50363"
"342","rna341","102655654"," Genbank:XM_026446260.1)",""
"343","rna342","724331"," Genbank:XM_026446324.1","GB50364"
"344","rna343","551450"," Genbank:XM_026446328.1","GB50366"
"345","rna344","100578309"," Genbank:XM_026446326.1","GB50339"
"346","rna345","100578309"," Genbank:XM_026446325.1","GB50339"
"347","rna346","100578309"," Genbank:XM_016917825.2","GB50339"
"348","rna347","552162"," Genbank:XM_016917824.2","GB50338"
"349","rna348","726235"," Genbank:XM_026444278.1","GB50367"
"350","rna349","412000"," Genbank:XM_006559860.3","GB50337"
"351","rna350","412000"," Genbank:XM_016917922.2","GB50337"
"352","rna351","726291"," Genbank:XM_006559861.3","GB50369"
"353","rna352","726291"," Genbank:XM_001122042.5","GB50369"
"354","rna353","726291"," Genbank:XM_006559863.3","GB50369"
"355","rna354","100578472"," Genbank:XM_003249530.4","GB50336"
"356","rna355","726316"," Genbank:XM_001122063.4","GB50335"
"357","rna356","411985"," Genbank:XM_395451.7","GB50370"
"358","rna357","412578"," Genbank:XM_006559864.3","GB50371"
"359","rna358","412578"," Genbank:XM_016917816.2","GB50371"
"360","rna359","102655778"," Genbank:XM_016917815.2)",""
"361","rna360","725647"," Genbank:XM_001120419.5","GB50333"
"362","rna361","412834"," Genbank:XM_006559866.3","GB50372"
"363","rna362","412834"," Genbank:XM_006559865.3","GB50372"
"364","rna363","412834"," Genbank:XM_396286.7","GB50372"
"365","rna364","412834"," Genbank:XM_016917857.1","GB50372"
"366","rna365","408623"," Genbank:XM_026444332.1","GB50373"
"367","rna366","408623"," Genbank:XM_026444329.1","GB50373"
"368","rna367","408623"," Genbank:XM_026444339.1","GB50373"
"369","rna368","408623"," Genbank:XM_026444337.1","GB50373"
"370","rna369","408623"," Genbank:XM_026444360.1","GB50373"
"371","rna370","408623"," Genbank:XM_026444355.1","GB50373"
"372","rna371","408623"," Genbank:XM_026444340.1","GB50373"
"373","rna372","408623"," Genbank:XM_026444349.1","GB50373"
"374","rna373","408623"," Genbank:XM_026444358.1","GB50373"
"375","rna374","408623"," Genbank:XM_026444350.1","GB50373"
"376","rna375","408623"," Genbank:XM_026444370.1","GB50373"
"377","rna376","408623"," Genbank:XM_026444362.1","GB50373"
"378","rna377","408623"," Genbank:XM_026444334.1","GB50373"
"379","rna378","410761"," Genbank:XM_026443780.1","GB50332"
"380","rna379","410761"," Genbank:XM_026443778.1","GB50332"
"381","rna380","113219103"," Genbank:XM_026443787.1)",""
"382","rna381","100576147"," Genbank:XM_006559882.3","GB50374"
"383","rna382","724992"," Genbank:XM_006559884.3","GB50375"
"384","rna383","410758"," Genbank:XM_026439028.1","GB48026"
"385","rna384","410758"," Genbank:XM_026438982.1","GB48026"
"386","rna385","410758"," Genbank:XM_026439001.1","GB48026"
"387","rna386","410758"," Genbank:XM_026439016.1","GB48026"
"388","rna387","410758"," Genbank:XM_026439022.1","GB48026"
"389","rna388","410758"," Genbank:XM_026439025.1","GB48026"
"390","rna389","410758"," Genbank:XM_026439026.1","GB48026"
"391","rna390","410758"," Genbank:XM_026439004.1","GB48026"
"392","rna391","410758"," Genbank:XM_026439000.1","GB48026"
"393","rna392","410758"," Genbank:XM_026439013.1","GB48026"
"394","rna393","410758"," Genbank:XM_016913949.2","GB48026"
"395","rna394","410758"," Genbank:XM_026438998.1","GB48026"
"396","rna395","410758"," Genbank:XM_026438987.1","GB48026"
"397","rna396","410758"," Genbank:XM_026439010.1","GB48026"
"398","rna397","410757"," Genbank:XM_394233.7","GB48028"
"399","rna398","410757"," Genbank:XM_026443444.1","GB48028"
"400","rna399","408622"," Genbank:XM_623297.6","GB48022"
"401","rna400","408622"," Genbank:XM_006560256.3","GB48022"
"402","rna401","725922"," Genbank:XM_001121709.5","GB48029"
"403","rna402","411968"," Genbank:XM_026441732.1","GB48030"
"404","rna403","102654966"," Genbank:XR_408682.3)",""
"405","rna404","102654966"," Genbank:XR_001706452.2)",""
"406","rna405","725982"," Genbank:XR_001703847.2","GB48031"
"407","rna406","725982"," Genbank:XM_001121762.5","GB48031"
"408","rna407","726015"," Genbank:XM_016913395.2","GB48032"
"409","rna408","726015"," Genbank:XM_016913396.2","GB48032"
"410","rna409","727399"," Genbank:XM_026444000.1","GB48034"
"411","rna410","727399"," Genbank:XM_026444001.1","GB48034"
"412","rna411","727399"," Genbank:XM_026443993.1","GB48034"
"413","rna412","727399"," Genbank:XM_026443997.1","GB48034"
"414","rna413","727399"," Genbank:XM_026443999.1","GB48034"
"415","rna414","727399"," Genbank:XM_026443995.1","GB48034"
"416","rna415","113219421"," RFAM:RF00003"," Genbank:XR_003306550.1)"
"417","rna416","102655185"," Genbank:XM_026443986.1)",""
"418","rna417","102655185"," Genbank:XM_026443980.1)",""
"419","rna418","102655185"," Genbank:XM_026443978.1)",""
"420","rna419","102655185"," Genbank:XM_006560262.3)",""
"421","rna420","113219135"," Genbank:XR_003305793.1)",""
"422","rna421","102655581"," Genbank:XR_003305792.1)",""
"423","rna422","107965102"," Genbank:XM_016914585.2)",""
"424","rna423","726810"," Genbank:XM_026442847.1","GB48037"
"425","rna424","726810"," Genbank:XM_026442853.1","GB48037"
"426","rna425","100578752"," Genbank:XM_003249619.4","GB48018"
"427","rna426","552366"," Genbank:XM_016917958.2","GB48038"
"428","rna427","412017"," Genbank:XM_006560271.3","GB48039"
"429","rna428","412017"," Genbank:XM_026443482.1","GB48039"
"430","rna429","412016"," Genbank:XM_395482.7","GB48017"
"431","rna430","113218608"," Genbank:XR_003304214.1)",""
"432","rna431","409780"," Genbank:XM_026439104.1","GB49723"
"433","rna432","409780"," Genbank:XM_026439138.1","GB49723"
"434","rna433","409780"," Genbank:XM_026439115.1","GB49723"
"435","rna434","409780"," Genbank:XM_026439114.1","GB49723"
"436","rna435","409780"," Genbank:XM_026439112.1","GB49723"
"437","rna436","409780"," Genbank:XM_026439193.1","GB49723"
"438","rna437","409780"," Genbank:XM_026439163.1","GB49723"
"439","rna438","409780"," Genbank:XM_026439129.1","GB49723"
"440","rna439","409780"," Genbank:XM_026439119.1","GB49723"
"441","rna440","409780"," Genbank:XM_026439126.1","GB49723"
"442","rna441","409780"," Genbank:XM_026439121.1","GB49723"
"443","rna442","409780"," Genbank:XM_026439100.1","GB49723"
"444","rna443","409780"," Genbank:XM_026439134.1","GB49723"
"445","rna444","409780"," Genbank:XM_026439144.1","GB49723"
"446","rna445","409780"," Genbank:XM_026439136.1","GB49723"
"447","rna446","409780"," Genbank:XM_026439159.1","GB49723"
"448","rna447","409780"," Genbank:XM_026439125.1","GB49723"
"449","rna448","409780"," Genbank:XM_026439173.1","GB49723"
"450","rna449","409780"," Genbank:XM_026439155.1","GB49723"
"451","rna450","409780"," Genbank:XM_026439128.1","GB49723"
"452","rna451","409780"," Genbank:XM_026439182.1","GB49723"
"453","rna452","409780"," Genbank:XM_026439177.1","GB49723"
"454","rna453","409780"," Genbank:XM_026439170.1","GB49723"
