""	X8754AD	X875cAD	X875gAD	X8820AD	X882cAD	X882pAD	X888aAD	X888hAD	X888jAD	X894bAD	X894qAD	X894rAD	X8754AQ	X875cAQ	X875gAQ	X8820AQ	X882cAQ	X882pAQ	X888aAQ	X888hAQ	X888jAQ	X894bAQ	X894qAQ	X894rAQ
GB42874	39	26	174	98	55	198	191	190	136	72	93	88	44	25	171	97	37	169	169	168	123	72	93	91
GB42875	18	69	74	14	27	28	53	57	23	40	43	55	18	69	74	0	0	49	55	36	31	40	43	55
GB42876	1	4	3	1	5	17	2	0	2	7	11	9	1	3	3	0	0	8	2	0	2	5	16	8
GB42878	12854	1694	17889	9903	5952	15458	15340	18583	13596	15659	8740	12280	12846	1679	17818	9937	5930	15411	15331	18554	13616	15565	8755	12301
GB42879	5249	854	5350	3227	1684	6003	5710	6103	5070	5649	4155	5248	4518	784	4671	3215	1684	6014	5545	6093	4803	5582	4159	5107
GB42880	3	6	2	1	2	3	6	5	1	1	5	7	0	0	2	0	0	13	6	5	1	1	5	7
GB42882	70	12	2	132	0	104	3	99	136	72	2	133	67	4	6	133	0	104	3	66	103	72	2	132
GB42884	7	3	5	4	3	6	7	14	11	4	13	14	4	5	9	7	3	23	3	4	11	10	11	15
GB42885	125	90	459	17	2	12	152	255	194	306	29	222	117	75	434	30	6	34	133	243	195	295	25	197
GB42886	323	6	317	4	83	152	124	559	97	82	23	345	348	31	323	5	79	152	122	433	100	85	24	347
GB42891	3	1	3	1	0	27	5	2	6	2	6	1	0	0	1	1	0	30	3	0	5	2	0	2
GB42892	6	5	11	8	6	10	13	36	28	7	1	4	7	3	14	9	6	13	15	8	22	10	3	1
GB42894	63	30	81	14	7	34	127	66	32	29	18	35	48	28	64	0	0	0	0	66	0	29	16	36
GB42895	0	5	11	5	4	10	6	4	0	14	10	19	0	4	5	3	2	4	9	6	8	12	13	11
GB42899	24	7	89	28	67	135	75	34	12	26	67	39	6	3	32	1	4	36	80	74	49	0	0	0
GB42903	2	1	0	0	0	1	0	0	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	1
GB42904	3	4	11	12	8	42	7	5	4	11	3	33	3	4	11	0	0	7	10	9	4	8	2	7
GB42914	10	1	4	12	4	19	26	18	20	25	2	8	14	9	4	15	6	17	27	26	20	20	2	10
GB42939	7	12	44	1	16	21	52	32	29	34	23	24	12	13	0	7	0	18	52	32	29	34	23	24
GB42940	140	400	574	278	266	746	584	618	192	354	507	419	83	400	572	278	265	747	583	618	191	355	505	419
GB42941	0	0	0	0	1	3	9	4	0	0	2	0	0	0	0	0	0	1	9	4	0	0	0	0
GB42942	8	3	26	10	2	16	1	11	1	12	10	20	8	2	34	10	3	13	1	11	1	10	6	15
GB42943	0	0	0	0	1	3	9	4	0	0	2	0	0	0	0	0	0	1	9	4	0	0	0	0
GB42944	19	77	53	22	20	78	116	86	27	27	50	34	19	78	53	23	20	79	115	85	28	27	50	34
GB42945	7	12	44	1	16	21	52	32	29	34	23	24	12	13	0	7	0	18	52	32	29	34	23	24
GB42947	5	3	0	0	0	2	19	29	4	14	1	2	2	5	6	0	0	0	19	29	4	14	1	2
GB42948	209	45	196	158	38	131	209	300	126	61	18	70	180	46	196	148	43	131	178	270	129	45	14	67
GB42949	11	9	14	10	7	7	7	20	16	2	1	1	20	10	8	10	7	7	4	12	11	0	1	0
GB42950	63	29	22	22	16	12	54	98	156	26	18	21	12	6	9	8	3	5	23	31	27	3	5	4
GB42956	3907	7089	1034	496	887	3350	1273	731	475	859	2911	967	112	264	48	23	22	121	68	63	46	47	63	37
GB42963	18	51	106	98	92	151	107	160	101	86	87	84	22	53	24	95	82	118	94	64	29	86	87	84
GB42969	6	27	41	9	7	28	31	38	8	10	8	10	6	27	41	9	7	47	31	38	8	10	8	10
GB42974	3914	7100	1043	494	890	3340	1277	742	475	865	2915	974	90	263	50	19	35	154	81	57	39	67	81	55
GB42975	3	1	18	4	4	9	5	5	3	6	15	7	10	3	35	5	1	8	2	6	9	7	13	7
GB42976	5	0	6	1	0	8	4	3	7	1	5	10	5	4	7	1	0	7	4	1	3	2	4	7
GB42977	3	2	5	5	2	10	8	15	5	3	7	9	2	5	0	5	2	10	8	15	5	3	7	9
GB42978	0	5	5	0	0	6	1	1	0	13	5	10	1	6	5	0	0	5	5	5	0	11	5	10
GB42979	1	2	4	6	0	1	0	0	1	3	1	0	1	2	4	3	0	1	0	1	1	3	1	0
GB42983	2	0	2	0	0	4	0	0	0	1	6	0	2	0	0	0	0	0	0	0	0	0	6	0
GB42984	8	5	10	5	3	28	7	2	6	10	5	5	6	3	7	1	3	8	11	5	2	6	8	1
GB42985	16	130	28	406	304	740	336	228	196	484	1173	854	56	1	0	148	100	564	116	77	14	362	593	430
GB42986	44	55	63	38	27	68	74	52	25	27	93	52	44	55	63	38	27	66	74	52	25	34	0	0
GB42990	0	1	7	2	0	0	4	12	1	0	2	0	0	1	6	2	0	0	4	12	0	0	2	0
GB42992	1	1	0	2	0	0	3	11	2	1	1	0	1	1	0	2	0	2	3	11	2	1	1	0
GB42994	11	9	10	17	33	15	38	85	5	14	10	12	17	6	2	14	34	14	45	92	4	13	6	6
GB42995	44	55	63	38	27	68	74	52	25	27	93	52	44	55	63	38	27	66	74	52	25	34	0	0
GB42996	3	1	3	4	2	13	3	2	3	4	1	2	5	2	2	1	1	7	6	4	2	3	3	1
GB43001	275	305	104	241	152	421	659	664	492	246	211	173	16	18	68	237	152	410	674	700	511	235	200	165
GB43005	359	164	5452	1587	76	2954	1444	592	178	583	297	714	379	223	4637	1354	42	2948	1431	593	175	854	257	263
GB43006	73	869	598	456	381	799	1219	1301	439	811	943	757	73	825	451	456	380	799	1219	1282	439	811	938	756
GB43007	138	540	86	257	67	1110	640	546	428	921	810	894	14	80	167	246	57	853	544	477	372	840	321	303
GB43008	2	1	1	0	1	3	2	1	0	4	3	2	0	0	1	0	1	2	2	0	0	0	0	1
GB43012	34	5	6	5	1	11	3	9	11	19	11	4	27	4	8	2	0	5	6	8	23	14	6	3
GB43015	183	206	370	490	242	355	492	935	762	363	250	409	130	88	321	315	245	348	444	876	769	386	192	354
GB43019	8	6	0	1	1	6	2	1	2	9	1	3	6	6	0	3	3	1	2	1	0	0	0	0
GB43020	0	3	0	0	1	0	0	2	0	1	1	1	0	1	0	0	1	0	0	2	0	0	0	0
GB43021	1	1	4	2	0	0	2	2	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1
GB43022	2	9	6	0	1	0	2	3	0	3	1	2	2	3	3	0	1	0	0	0	0	5	0	2
GB43025	1	2	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	3	2	2	0	0	0	0
GB43033	64	1	86	0	2	97	84	25	34	71	93	165	55	0	79	1	2	109	78	26	33	69	92	154
GB43034	5	43	25	28	6	56	27	26	51	83	87	98	0	40	25	28	6	56	21	29	53	81	84	97
GB43035	33	33	230	102	54	307	128	75	61	66	82	114	32	34	226	96	60	298	92	102	54	72	82	122
GB43051	506	128	1004	375	158	506	1179	1466	756	677	273	841	504	130	1015	374	158	495	1181	1465	751	672	268	834
GB43052	299	22	943	325	366	1178	430	498	288	1126	985	1340	300	18	565	325	366	1178	393	459	254	1124	988	1338
GB43053	4194	80	12108	4917	4059	14404	6495	7003	4470	15186	7551	10641	4188	80	12241	4917	4059	14403	1935	2214	1323	15294	7551	10649
GB43054	7794	931	20514	8339	5587	19479	13885	18284	10491	21693	10676	18112	7718	926	20264	8297	5586	19451	9243	13411	7429	21713	10665	18099
GB43075	8	27	22	25	33	78	50	55	31	56	36	41	0	8	42	6	3	10	50	54	32	19	27	32
GB43076	0	1	4	0	0	1	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	2	0	0
GB43077	55	28	111	54	22	96	138	154	116	82	55	70	48	27	114	67	14	64	32	31	17	78	23	12
GB43079	0	0	1	0	1	1	0	2	0	0	0	4	0	0	1	0	1	1	0	0	0	0	1	1
GB43080	4	16	38	16	21	29	38	48	25	59	35	38	5	10	40	14	17	24	34	38	22	58	27	34
GB43084	225	3	317	627	172	349	492	802	712	329	149	217	190	1	279	460	129	267	342	661	553	290	110	161
GB43088	4	0	30	8	1	22	8	0	1	7	0	3	5	1	30	9	0	8	6	1	1	7	1	0
GB43089	751	311	579	422	343	782	637	1171	867	928	593	535	320	140	576	394	318	693	328	543	413	928	595	528
GB43090	127	56	209	106	61	220	193	260	177	142	68	137	127	56	208	106	61	218	0	0	14	142	68	137
GB43091	0	5	49	5	2	8	2	9	1	4	4	4	0	5	48	2	2	9	0	9	1	4	5	4
GB43092	56	175	117	73	32	136	149	251	181	28	31	19	2	3	5	0	0	1	34	51	31	0	0	1
GB43093	4	7	8	10	1	4	0	5	8	10	2	0	4	7	8	2	3	7	0	5	8	10	2	0
GB43094	11	7	11	5	16	25	7	7	11	22	11	19	13	10	25	10	16	41	8	12	14	23	9	22
GB43095	227	122	894	655	363	1036	584	621	315	578	424	626	240	161	952	337	183	643	533	626	295	578	421	627
GB43096	126	76	113	81	8	198	205	179	131	122	129	117	118	81	118	77	6	181	200	146	127	93	126	121
GB43097	76	274	137	118	132	246	206	256	168	246	120	144	90	242	98	70	98	164	152	210	134	170	102	136
GB43098	1	10	11	8	0	2	10	8	2	3	6	3	1	5	6	8	0	0	5	10	3	3	5	3
GB43099	1	1	7	0	0	3	3	1	0	0	2	1	0	1	2	0	0	3	1	0	0	2	5	2
GB43110	36	45	72	74	7	78	43	88	68	82	50	102	52	43	76	60	4	69	39	85	65	83	46	99
GB43111	146	114	191	148	29	256	280	337	211	267	173	309	156	91	197	160	50	250	221	282	183	241	183	307
GB43112	1578	227	11830	1363	1492	2808	103	222	114	405	343	512	421	62	1815	60	67	243	103	290	78	34	7	0
GB43113	262	44	482	96	113	387	490	579	344	200	231	214	229	31	183	68	96	372	324	401	249	192	125	146
GB43116	363	188	282	57	39	314	293	216	144	370	304	185	247	191	141	76	45	344	296	216	144	370	304	185
GB43119	361	127	663	296	223	736	705	423	417	664	337	524	261	126	601	295	221	732	551	426	411	607	273	356
GB43120	24	35	120	54	45	119	131	170	115	67	43	24	24	35	114	60	45	121	85	122	76	59	43	24
GB43123	80	45	59	24	20	101	248	153	136	71	137	58	46	41	42	20	7	57	229	132	132	69	116	61
GB43126	52	102	86	90	30	126	93	160	138	122	56	132	50	102	78	90	30	126	94	160	138	122	56	133
GB43129	0	99	11	27	11	19	25	32	37	23	84	19	6	101	17	26	13	16	20	28	25	22	84	21
GB43130	1640	2020	2488	2681	1073	2520	4563	8088	5802	1552	847	1715	1418	1933	2347	2612	1056	2498	4209	7806	5550	1420	742	1645
GB43132	2	18	8	7	32	88	33	22	9	77	40	26	5	41	18	7	32	88	33	22	9	77	40	26
GB43133	159	146	248	199	70	376	385	672	244	195	65	196	166	143	248	198	67	371	376	652	242	186	66	189
GB43135	19	64	26	44	23	68	57	103	61	51	25	32	19	64	26	44	23	68	57	104	61	51	25	32
GB43137	12	0	55	8	10	14	20	20	4	34	18	33	13	0	54	8	10	14	20	20	4	35	18	32
GB43138	451	43	543	404	206	467	504	612	440	503	522	696	444	43	504	409	209	485	529	613	472	505	553	721
GB43139	2	1	3	0	1	0	3	0	1	4	1	0	2	1	3	2	0	2	3	0	1	4	1	0
GB43140	0	0	1	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	2	0	2
GB43141	2	0	1	0	0	1	1	2	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0
GB43142	100	52	118	70	61	254	93	145	66	42	42	80	100	52	118	70	61	255	93	144	66	42	40	80
GB43145	2	2	17	5	0	6	11	21	12	14	3	10	2	2	7	6	0	9	5	13	6	6	4	8
GB43157	16	9	22	1	9	17	20	21	5	31	12	13	16	8	18	0	11	19	18	21	2	0	0	0
GB43161	289	166	218	586	240	592	1012	1222	1422	494	388	420	293	172	192	574	246	588	1012	1184	1422	494	350	420
GB43163	5	2	3	3	1	6	4	6	6	5	2	3	6	2	3	3	1	6	4	6	6	5	2	3
GB43164	6	10	1	2	0	7	5	3	1	14	14	1	6	10	1	2	0	7	8	3	1	16	15	3
GB43165	6	10	1	2	0	7	5	3	1	14	14	1	6	10	1	2	0	7	8	3	1	16	15	3
GB43167	14	25	25	32	11	56	70	132	109	61	23	20	14	24	26	32	11	57	74	135	109	60	23	19
GB43168	28	67	74	54	17	176	124	261	83	57	50	43	28	67	74	54	17	176	114	258	78	45	46	40
GB43171	11	47	17	15	11	36	90	93	34	24	39	26	11	48	15	13	11	36	88	93	32	22	34	27
GB43173	21	20	49	10	7	27	12	9	6	16	11	6	19	15	35	6	8	26	12	14	12	5	0	1
GB43182	2	2	2	2	0	1	4	6	3	1	2	2	1	2	2	2	0	2	0	0	0	1	2	2
GB43185	11	26	13	2	6	38	33	27	15	17	14	6	11	26	13	2	2	2	33	27	15	17	14	6
GB43188	229	174	732	337	123	343	420	366	289	341	189	233	178	167	648	329	116	292	387	330	254	347	187	231
GB43189	131	154	162	86	84	169	246	384	202	91	100	70	140	140	154	74	54	134	37	68	47	40	50	26
GB43191	308	82	325	187	3	349	519	281	273	514	142	318	310	91	328	190	4	356	517	269	274	509	141	314
GB43199	6	6	8	2	0	6	44	21	24	8	15	4	6	6	6	2	0	6	44	18	24	8	14	4
GB43201	31	34	58	28	2	21	82	76	144	37	11	33	31	33	59	28	0	17	80	75	142	35	9	32
GB43205	4	0	41	1	0	16	9	4	12	20	15	33	6	6	0	7	2	5	0	0	0	14	0	0
GB43206	11	17	32	21	20	52	43	117	36	21	17	17	10	15	34	21	19	47	48	120	38	22	16	14
GB43207	55	32	14	23	8	24	71	78	78	30	33	27	55	32	12	24	7	32	71	72	90	20	10	16
GB43208	277	287	557	588	1493	2648	1396	1498	892	1105	652	853	238	232	189	401	549	952	704	753	423	1470	286	332
GB43210	3	5	2	0	2	6	7	4	2	1	0	2	3	5	2	0	2	6	0	0	0	1	0	2
GB43213	21	118	57	20	23	36	122	156	74	29	10	23	21	118	57	20	23	36	53	78	32	29	10	23
GB43214	0	0	7	6	6	24	7	3	2	2	1	6	0	0	8	2	6	8	5	2	2	2	2	6
GB43216	20	26	55	58	24	89	72	106	53	76	32	37	13	28	50	57	20	78	77	124	55	67	31	35
GB43217	45	24	51	10	5	42	94	106	19	26	24	32	45	24	51	0	3	25	94	106	19	26	24	32
GB43220	1	10	11	8	0	2	10	8	2	3	6	3	1	5	6	8	0	0	5	10	3	3	5	3
GB43221	126	76	113	81	8	198	205	179	131	122	129	117	118	81	118	77	6	181	200	146	127	93	126	121
GB43222	47	42	71	79	36	125	60	93	66	104	93	136	46	43	70	80	36	126	62	92	62	98	92	118
GB43225	99	24	61	119	27	96	145	177	102	96	68	37	108	26	59	105	18	64	120	155	96	95	68	36
GB43226	46	134	80	55	28	99	117	200	151	1	1	0	2	3	0	0	0	1	2	2	1	0	0	1
GB43228	243	288	196	372	228	500	298	430	342	340	236	274	76	50	219	372	227	503	92	142	93	213	120	137
GB43230	15	8	84	54	23	96	41	29	27	62	26	26	15	6	80	47	16	84	25	25	19	52	26	22
GB43234	62	21	47	21	9	21	55	58	32	39	57	69	60	22	46	21	9	19	35	37	32	27	7	29
GB43236	0	7	32	9	4	16	22	31	16	44	26	34	3	6	33	9	3	16	23	30	16	46	25	32
GB43238	561	1290	470	258	172	656	569	780	425	467	401	463	453	1018	410	262	167	679	606	801	405	444	346	420
GB43242	0	0	0	0	2	0	2	1	0	0	0	0	3	1	0	0	2	0	0	0	0	0	0	1
GB43245	241	240	329	89	122	308	431	256	397	407	232	260	381	252	279	92	72	238	287	150	113	386	231	259
GB43246	0	25	53	20	16	77	21	5	13	17	16	17	0	21	50	5	0	26	10	16	0	10	0	25
GB43248	9	7	11	4	8	19	7	7	7	24	6	11	9	8	13	3	6	17	7	7	6	23	6	10
GB43250	12	8	13	2	2	9	10	14	19	15	8	8	22	9	10	2	0	9	2	5	0	14	7	8
GB43251	1	0	0	2	0	0	0	4	1	2	0	0	0	0	0	2	0	0	0	4	1	2	0	0
GB43258	0	2	0	0	3	1	1	0	0	2	0	0	0	2	1	0	3	1	3	0	0	2	0	0
GB43263	6	4	9	0	1	4	6	5	2	2	5	6	11	3	8	0	1	9	9	6	0	5	9	4
GB43271	1	40	48	39	1	27	56	6	5	5	33	4	0	40	40	52	0	2	53	4	0	2	26	1
GB43272	0	6	7	6	0	4	8	0	0	0	4	0	1	6	6	8	0	0	8	0	0	0	4	0
GB43273	2	49	39	49	10	28	59	12	13	0	25	1	2	48	38	61	7	0	56	10	4	2	25	1
GB43275	3	2	7	0	1	0	0	2	2	0	4	4	0	0	1	0	0	3	2	6	2	0	0	4
GB43276	0	6	16	1	0	21	0	0	0	0	2	3	2	4	14	1	0	21	0	0	0	0	2	3
GB43280	181	582	526	164	217	557	738	1020	300	333	245	458	178	584	525	164	215	555	738	1021	300	333	240	456
GB43282	447	229	406	206	220	340	452	587	394	439	277	267	445	222	416	207	219	333	448	579	400	439	269	255
GB43283	0	18	6	4	0	10	14	16	10	4	0	6	0	20	10	4	2	2	4	26	12	4	1	0
GB43284	15	30	46	21	7	27	22	56	16	7	3	10	15	31	48	13	4	17	16	62	19	7	3	7
GB43285	467	280	443	371	149	447	435	744	731	202	101	140	453	226	429	367	143	391	191	903	991	182	92	136
GB43293	0	1	1	0	0	4	1	0	0	3	1	1	3	0	2	2	0	3	4	4	2	0	1	0
GB43300	462	361	677	1241	449	1272	1785	2691	2431	1069	396	625	462	362	677	1241	449	1272	1823	2691	2435	1069	396	626
GB43301	58	23	82	50	10	38	89	150	136	45	27	39	50	20	83	53	14	39	89	151	136	45	29	21
GB43304	271	195	115	87	60	83	148	892	159	120	26	27	144	107	126	91	53	88	152	272	115	64	27	137
GB43306	12	0	5	0	0	3	12	6	21	15	6	3	12	0	8	0	0	3	12	6	21	15	6	3
GB43307	0	0	0	0	0	1	0	1	0	0	1	1	0	0	2	1	0	2	2	0	0	0	0	0
GB43309	245	296	1548	532	255	619	735	987	624	426	4	385	225	293	1545	532	253	619	733	986	626	423	1	385
GB43310	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	7	1
GB43311	0	16	7	4	6	6	3	2	0	4	8	0	2	23	9	0	6	9	2	2	0	5	10	0
GB43314	55	129	357	118	88	576	343	325	194	143	126	126	33	143	304	119	69	425	364	328	180	146	117	104
GB43322	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	1	1	0	2	1	0	2
GB43325	2187	267	1395	2154	1088	1070	171	297	352	1489	891	870	43	6	52	1497	766	770	518	918	1033	4	6	7
GB43326	276	17	289	125	121	148	407	546	299	753	737	348	0	0	0	0	0	0	3	5	3	2	3	1
GB43331	29268	24422	6655	2722	1838	2727	12262	9691	10266	12970	10093	16849	150	158	37	26	25	38	134	54	47	66	89	120
GB43334	248	160	554	206	103	373	189	308	202	329	473	206	242	144	540	203	98	351	178	296	194	329	473	201
GB43337	51	243	494	225	99	252	295	146	140	71	101	168	53	337	488	223	98	253	166	154	91	62	92	163
GB43342	0	0	0	10	5	9	18	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GB43346	1	0	1	0	0	1	1	0	0	2	3	2	0	0	0	0	0	1	0	0	0	0	0	0
GB43358	23	87	75	23	26	334	76	112	13	117	220	106	19	88	76	12	19	194	79	110	12	120	202	100
GB43362	59	894	167	187	235	932	1811	579	217	765	1342	764	59	893	166	187	235	932	1811	579	217	766	1345	767
GB43363	12	233	34	3	2	27	18	13	25	37	38	55	12	233	34	3	2	27	18	13	25	3	1	0
GB43366	373	302	685	590	119	474	954	1398	1177	452	105	377	283	209	513	590	114	464	966	1398	1405	457	104	367
GB43367	16	13	48	32	5	21	50	97	74	24	3	20	14	15	45	31	4	18	51	99	73	25	4	21
GB43368	37	37	121	81	12	50	133	283	213	60	4	57	33	33	117	82	12	48	133	283	213	66	4	57
GB43369	170	1497	425	232	313	1685	2392	881	346	1150	1871	1084	163	1495	444	221	306	1545	2431	906	404	1148	1782	1040
GB43375	141	47	250	39	55	76	122	136	86	131	75	122	52	38	124	41	32	64	108	142	82	93	60	101
GB43376	0	0	0	0	5	4	5	1	0	1	0	0	33	98	64	40	66	173	201	116	62	171	231	107
GB43378	2	2	6	0	5	3	10	8	2	3	3	3	2	2	6	0	0	5	10	8	2	3	2	3
GB43383	54	1	54	22	4	21	80	54	42	13	0	8	54	1	55	22	5	21	78	54	42	12	1	8
GB43385	428	68	510	274	32	344	849	942	959	324	161	334	468	4	636	319	32	308	741	778	906	152	66	114
GB43401	273	358	848	532	514	929	750	493	484	609	758	761	265	358	846	493	494	839	689	482	422	611	739	755
GB43403	1088	38	505	377	188	388	982	1500	1138	495	127	248	1065	39	475	294	204	340	920	1399	1026	448	147	244
GB43404	1	4	7	3	1	2	12	11	22	4	2	7	1	4	7	3	1	2	4	4	0	4	2	5
GB43407	96	63	125	8	6	67	58	133	48	106	108	24	20	17	109	8	6	63	18	103	15	102	99	7
GB43409	164	17	90	57	39	63	143	213	149	78	37	46	167	17	90	57	41	60	143	213	149	79	39	43
GB43412	52	93	158	84	70	223	159	112	99	179	166	153	52	93	158	66	55	172	159	112	99	183	154	142
GB43415	24	21	35	2	1	3	27	32	10	6	3	5	7	4	5	6	4	12	22	38	11	5	4	3
GB43416	34	34	68	10	12	133	56	102	21	25	40	246	27	31	55	93	9	122	22	95	16	20	18	233
GB43418	0	0	5	2	0	2	1	0	0	0	0	0	0	0	5	2	0	2	1	0	0	25	13	29
GB43425	74	141	207	98	37	295	163	209	242	130	46	113	75	136	195	98	35	288	163	209	240	132	47	116
GB43426	172	325	450	158	66	691	408	375	515	247	111	237	179	327	452	158	71	699	410	374	514	249	113	235
GB43436	68	71	131	109	74	230	202	114	107	249	158	242	68	71	131	109	74	231	49	31	31	249	158	242
GB43439	0	0	2	0	2	1	5	1	0	0	3	2	0	1	0	0	2	1	5	1	0	0	3	2
GB43446	0	3	7	4	0	4	9	5	3	3	2	4	0	3	7	4	0	4	9	5	3	3	3	4
GB43447	1	7	12	3	8	6	6	9	3	2	2	9	5	5	8	3	7	7	7	11	3	0	1	0
GB43448	29	245	353	136	100	481	369	447	220	241	186	204	31	249	366	136	110	486	327	427	171	261	186	199
GB43453	8	5	110	21	35	123	87	59	43	88	25	88	8	6	110	21	33	114	75	50	39	77	24	95
GB43454	45	99	123	39	57	81	81	72	40	75	49	60	42	111	87	36	66	111	94	70	3	75	49	34
GB43455	0	0	1	0	0	1	2	4	0	0	1	0	0	0	2	0	0	1	2	4	0	0	1	0
GB43456	2	3	3	2	2	5	4	6	3	3	1	10	2	3	1	2	3	6	4	4	2	6	1	5
GB43459	7	4	5	2	1	2	7	13	6	3	5	5	4	0	0	2	1	2	7	13	6	3	5	5
GB43462	12	13	19	6	10	26	23	31	7	15	10	16	18	14	1	6	10	26	23	31	7	0	0	0
GB43465	0	1	1	0	0	0	1	0	0	0	0	3	0	1	0	0	0	2	1	0	0	0	0	3
GB43467	4	10	22	3	5	7	13	9	9	3	3	2	5	11	6	3	5	7	7	1	5	1	2	3
GB43474	13	32	36	26	8	53	39	50	54	29	8	20	13	32	37	27	8	53	39	50	54	29	8	20
GB43475	184	211	224	154	28	196	270	308	337	169	42	101	185	211	224	154	28	196	270	309	337	168	28	98
GB43476	421	317	385	110	127	240	255	453	525	301	173	193	454	219	329	114	61	148	377	511	596	317	122	232
GB43488	7	3	5	4	3	1	4	3	10	5	5	131	3	3	7	57	0	2	6	6	6	2	2	132
GB43489	6	9	18	2	3	1	7	2	1	6	4	37	4	12	18	18	0	4	3	5	0	6	6	33
GB43495	3128	2036	4486	2777	2388	6130	5748	9644	3770	3354	2130	3850	3116	1932	4423	1715	1372	4484	5427	8701	3574	3240	2388	3603
GB43496	481	194	165	17	8	63	402	429	496	134	57	55	479	190	162	25	14	22	402	429	510	137	53	53
GB43497	86	138	317	16	10	230	235	202	127	94	135	79	100	162	306	18	19	237	210	186	123	102	149	87
GB43500	2	1	2	0	0	3	0	0	0	0	2	0	2	1	2	0	0	3	0	0	0	0	0	4
GB43502	4	22	16	2	0	6	7	9	0	0	4	2	0	12	8	0	0	4	7	3	0	0	6	0
GB43508	2	11	7	1	11	29	71	24	0	12	29	16	2	6	1	1	25	25	44	16	0	8	45	19
GB43509	17	13	0	18	4	70	49	38	13	55	49	24	0	3	0	14	0	43	37	23	13	56	48	25
GB43510	44	49	87	20	41	134	96	73	32	106	89	45	34	41	87	18	41	102	83	58	38	106	88	46
GB43511	12	11	3	9	0	73	34	35	11	58	40	20	2	3	3	7	0	43	22	20	17	58	37	19
GB43512	388	988	180	665	166	2541	1186	1339	888	2756	2204	1205	460	1638	299	1085	287	2998	1602	1641	1367	4042	3415	2096
GB43513	13	48	37	20	50	142	87	50	30	106	61	102	10	48	36	19	50	132	75	50	30	106	61	102
GB43515	13	62	63	25	56	192	223	78	44	114	87	123	13	64	63	23	55	182	211	78	44	114	87	123
GB43519	3	5	2	0	1	0	2	2	3	0	3	0	6	5	2	0	1	0	4	2	3	0	5	1
GB43526	22	87	5	15	0	21	9	54	12	25	28	18	22	87	5	8	2	18	9	53	12	25	28	18
GB43533	544	179	641	391	268	934	559	859	344	1052	917	978	546	186	646	390	268	934	566	861	344	1055	915	979
GB43534	104	36	124	78	53	187	112	171	68	211	181	194	105	36	124	78	53	187	110	171	68	211	181	194
GB43541	81	33	219	30	15	45	69	45	15	72	45	129	81	33	219	48	12	63	69	45	15	72	45	129
GB43543	14	4	47	11	3	17	12	15	3	21	15	19	14	4	47	9	3	16	12	15	3	21	14	19
GB43545	0	3	6	2	0	5	2	0	0	2	3	4	0	4	6	2	0	5	2	0	0	2	3	4
GB43546	162	23	252	108	33	219	200	258	118	207	150	130	149	17	248	108	33	220	200	259	122	206	150	133
GB43553	44	110	112	41	50	166	147	111	36	96	139	117	0	1	3	41	50	166	147	111	36	96	139	117
GB43555	2	8	1	4	3	8	31	31	4	1	2	1	2	8	1	4	3	8	0	4	0	1	2	1
GB43560	17	118	18	19	21	37	66	12	38	127	102	77	17	118	18	18	21	37	66	12	38	0	0	0
GB43564	188	56	69	63	43	123	149	215	127	91	53	47	1	40	40	0	0	0	149	196	127	91	53	47
GB43573	172	713	886	353	237	1149	583	556	361	770	691	625	253	0	0	291	155	686	136	132	89	508	214	474
GB43574	9	45	102	2	0	38	62	84	55	73	86	93	11	55	103	2	0	37	71	85	77	61	85	92
GB43575	2223	2343	9996	10156	7410	5202	10280	11740	6712	1964	886	2910	2399	2323	10096	10154	7420	5172	10273	11736	6703	1471	765	2237
GB43576	116	90	292	371	265	170	655	695	394	151	74	212	147	115	424	337	307	203	652	694	394	151	74	212
GB43579	5	5	0	0	2	4	0	1	4	5	2	2	5	4	0	0	0	4	0	1	0	5	3	2
GB43580	307	402	723	692	473	760	241	383	300	893	485	857	307	402	724	723	483	781	239	381	298	893	485	857
GB43581	90	318	289	114	117	318	181	259	147	283	139	234	90	318	289	133	96	264	144	208	144	283	138	233
GB43586	0	0	1	12	6	19	42	24	7	3	18	11	0	0	1	12	6	17	39	24	7	3	17	11
GB43588	0	12	0	0	0	6	0	12	0	0	0	8	0	6	8	0	0	8	0	13	0	2	8	2
GB43591	49	11	173	11	10	65	59	28	44	195	23	149	49	11	171	27	7	84	60	78	60	20	37	24
GB43596	1	0	0	0	1	39	0	21	7	0	0	14	1	0	0	0	1	34	0	14	0	0	0	14
GB43598	88	48	41	35	12	321	39	226	72	45	21	128	62	48	43	6	12	246	39	165	16	33	9	111
GB43600	258	80	419	89	91	174	242	296	302	219	205	119	241	82	385	87	90	151	226	278	294	205	203	94
GB43601	357	193	467	223	136	160	1039	1036	996	762	233	418	346	176	438	245	170	204	1011	1035	1004	745	243	414
